step,loss_bn_a,loss_bn_b,loss_reset,loss_recalc,acc_bn_a,acc_bn_b,acc_reset,acc_recalc
1,1.0138766765594482,1.5666224956512451,2.304196834564209,1.0131800174713135,0.9375,0.6601999998092651,0.11020000278949738,0.9373999834060669
2,1.0162923336029053,1.0162923336029053,2.304248332977295,1.0141440629959106,0.9375,0.9375,0.10930000245571136,0.9373999834060669
3,1.019601583480835,1.019601583480835,2.3043956756591797,1.0161105394363403,0.9372999668121338,0.9372999668121338,0.10859999805688858,0.9373999834060669
4,1.0239053964614868,1.0239052772521973,2.304302215576172,1.0173280239105225,0.9368000030517578,0.9368000030517578,0.10859999805688858,0.9372999668121338
5,1.0292844772338867,1.0292845964431763,2.3040738105773926,1.019054889678955,0.9363999366760254,0.9363999366760254,0.10859999805688858,0.9373999834060669
6,1.0358633995056152,1.0358633995056152,2.303955554962158,1.0210610628128052,0.9359999895095825,0.9359999895095825,0.10839999467134476,0.9369999766349792
7,1.0437467098236084,1.0437467098236084,2.303821086883545,1.0244897603988647,0.9343999624252319,0.9343999624252319,0.10949999839067459,0.9372999668121338
8,1.0530860424041748,1.0530860424041748,2.3037168979644775,1.0269184112548828,0.9323999881744385,0.9323999881744385,0.11010000109672546,0.9373999834060669
9,1.0640079975128174,1.0640079975128174,2.303582191467285,1.0301486253738403,0.9314999580383301,0.9315000176429749,0.11049999296665192,0.9371999502182007
10,1.0766290426254272,1.0766289234161377,2.3033864498138428,1.0339981317520142,0.9293999671936035,0.9293999671936035,0.11249999701976776,0.9377000331878662
11,1.0911529064178467,1.0911530256271362,2.3033978939056396,1.0375057458877563,0.9263999462127686,0.9263999462127686,0.11569999158382416,0.9375
12,1.1076669692993164,1.1076669692993164,2.3036460876464844,1.0421583652496338,0.9240000247955322,0.9239999651908875,0.1208999902009964,0.9370999336242676
13,1.126394271850586,1.126394271850586,2.3037023544311523,1.046248435974121,0.9214999675750732,0.9214999675750732,0.12770000100135803,0.9373999834060669
14,1.1473685503005981,1.1473685503005981,2.3036234378814697,1.0525156259536743,0.9183999300003052,0.9183999300003052,0.1339000016450882,0.9372999668121338
15,1.1706085205078125,1.1706085205078125,2.3038153648376465,1.0587711334228516,0.9150999784469604,0.9150999784469604,0.14640000462532043,0.9372999668121338
16,1.196363925933838,1.196363925933838,2.303684949874878,1.065222978591919,0.9113999605178833,0.9113999605178833,0.15729999542236328,0.9363000392913818
17,1.2244160175323486,1.2244160175323486,2.3033652305603027,1.072746992111206,0.9083999395370483,0.9083999395370483,0.15799999237060547,0.9361000061035156
18,1.2548909187316895,1.2548909187316895,2.303440570831299,1.0786194801330566,0.9042999744415283,0.9042999744415283,0.13859999179840088,0.936199963092804
19,1.2875723838806152,1.2875722646713257,2.3036999702453613,1.0862557888031006,0.8984999656677246,0.8984999656677246,0.11249999701976776,0.9355999827384949
20,1.32249116897583,1.32249116897583,2.303614616394043,1.095933437347412,0.8937000036239624,0.8937000036239624,0.10239999741315842,0.9350999593734741
21,1.3593708276748657,1.3593708276748657,2.3032829761505127,1.1056809425354004,0.8867999911308289,0.8867999911308289,0.10009999573230743,0.9332999587059021
22,1.3979829549789429,1.3979830741882324,2.303135395050049,1.1128582954406738,0.8792999386787415,0.8792999982833862,0.10000000149011612,0.9333999752998352
23,1.43788480758667,1.43788480758667,2.3030924797058105,1.124626874923706,0.8697999715805054,0.8697999715805054,0.09999999403953552,0.9316999912261963
24,1.4790407419204712,1.4790407419204712,2.303121566772461,1.134260654449463,0.8597999811172485,0.8597999811172485,0.09999999403953552,0.9309999942779541
25,1.5208858251571655,1.5208858251571655,2.303074359893799,1.1455564498901367,0.8486999869346619,0.8486999869346619,0.09999999403953552,0.930400013923645
26,1.5630033016204834,1.5630031824111938,2.3029446601867676,1.1590766906738281,0.836899995803833,0.836899995803833,0.09999999403953552,0.9286999702453613
27,1.6054253578186035,1.6054253578186035,2.303097724914551,1.171200156211853,0.823199987411499,0.823199987411499,0.09999999403953552,0.9286999702453613
28,1.647152066230774,1.6471519470214844,2.3029215335845947,1.1857833862304688,0.8073999881744385,0.8073999881744385,0.09999999403953552,0.9271999597549438
29,1.6884349584579468,1.6884350776672363,2.3027822971343994,1.202170491218567,0.786899983882904,0.786899983882904,0.10000000149011612,0.9263999462127686
30,1.7286604642868042,1.7286604642868042,2.3027701377868652,1.2169710397720337,0.7662999629974365,0.7662999629974365,0.09999999403953552,0.9250999689102173
31,1.7673572301864624,1.7673572301864624,2.3028059005737305,1.2341511249542236,0.7439999580383301,0.7439999580383301,0.09999999403953552,0.9235999584197998
32,1.804779291152954,1.804779291152954,2.302968978881836,1.2525475025177002,0.7195999622344971,0.7196000218391418,0.09999999403953552,0.9225999712944031
33,1.8403047323226929,1.8403047323226929,2.302777051925659,1.2708759307861328,0.6957000494003296,0.6956999897956848,0.09999999403953552,0.920799970626831
34,1.8736748695373535,1.8736748695373535,2.302588939666748,1.2930071353912354,0.6663999557495117,0.6663999557495117,0.09999999403953552,0.9187999963760376
35,1.9051320552825928,1.9051320552825928,2.3026413917541504,1.3114876747131348,0.6384999752044678,0.6384999752044678,0.09999999403953552,0.9180999994277954
36,1.934357762336731,1.934357762336731,2.302708387374878,1.3309147357940674,0.6065999865531921,0.6065999269485474,0.09999999403953552,0.9160999655723572
37,1.9613488912582397,1.9613488912582397,2.302812099456787,1.3539226055145264,0.5741999745368958,0.5741999745368958,0.09999999403953552,0.9139000177383423
38,1.9860954284667969,1.9860954284667969,2.3027584552764893,1.374228835105896,0.5442000031471252,0.5442000031471252,0.09999999403953552,0.9117000102996826
39,2.0084424018859863,2.0084424018859863,2.3027093410491943,1.398090124130249,0.5141000151634216,0.5140999555587769,0.09999999403953552,0.9078999757766724
40,2.028824806213379,2.028824806213379,2.3026082515716553,1.4211965799331665,0.4821999669075012,0.4821999669075012,0.09999999403953552,0.9049999713897705
41,2.0467617511749268,2.0467617511749268,2.3027408123016357,1.4453125,0.45229998230934143,0.4523000121116638,0.09999999403953552,0.902999997138977
42,2.0626823902130127,2.0626823902130127,2.302959680557251,1.4661301374435425,0.4262999892234802,0.4262999892234802,0.10000000149011612,0.9004999399185181
43,2.076516628265381,2.076516628265381,2.302885055541992,1.4871230125427246,0.4034999907016754,0.4034999907016754,0.09999999403953552,0.8971999883651733
44,2.0884058475494385,2.0884058475494385,2.3026161193847656,1.5062466859817505,0.3821999728679657,0.3822000026702881,0.09999999403953552,0.8944999575614929
45,2.098156452178955,2.098156690597534,2.302506923675537,1.524537205696106,0.3643999993801117,0.3643999993801117,0.10000000149011612,0.8903000354766846
46,2.106142520904541,2.106142520904541,2.302536964416504,1.540597677230835,0.3495999872684479,0.3495999872684479,0.09999999403953552,0.8873999714851379
47,2.112492084503174,2.112492084503174,2.302578926086426,1.5561118125915527,0.3367999792098999,0.3367999792098999,0.09999999403953552,0.8850999474525452
48,2.116852283477783,2.116852283477783,2.30264949798584,1.5620585680007935,0.3279999792575836,0.3279999792575836,0.09999999403953552,0.8833999633789062
49,2.1195831298828125,2.1195831298828125,2.302753448486328,1.572299838066101,0.3208000063896179,0.3208000063896179,0.09999999403953552,0.8812999725341797
50,2.1207075119018555,2.1207075119018555,2.3027262687683105,1.572708249092102,0.31529998779296875,0.31529998779296875,0.09999999403953552,0.8801999688148499
51,2.120051860809326,2.120051860809326,2.302694320678711,1.5739086866378784,0.3148999810218811,0.3148999810218811,0.09999999403953552,0.8801000118255615
52,2.1179275512695312,2.1179275512695312,2.3026485443115234,1.5671825408935547,0.31679999828338623,0.31679999828338623,0.09999999403953552,0.8813999891281128
53,2.11418080329895,2.11418080329895,2.3025336265563965,1.5637309551239014,0.3199000060558319,0.3199000060558319,0.09999999403953552,0.8830999732017517
54,2.10884165763855,2.1088414192199707,2.3024072647094727,1.5533162355422974,0.3264999985694885,0.3264999985694885,0.09999999403953552,0.8860999941825867
55,2.102095127105713,2.102095127105713,2.302356243133545,1.5405066013336182,0.33489999175071716,0.3348999619483948,0.09999999403953552,0.8880999684333801
56,2.0936338901519775,2.0936338901519775,2.302375316619873,1.5227727890014648,0.3465000092983246,0.3464999794960022,0.09999999403953552,0.8912000060081482
57,2.0836634635925293,2.0836634635925293,2.3023719787597656,1.5065922737121582,0.35740000009536743,0.35740000009536743,0.10000000149011612,0.8931999802589417
58,2.0721919536590576,2.0721921920776367,2.302464485168457,1.4841138124465942,0.37279999256134033,0.37279999256134033,0.09999999403953552,0.8954999446868896
59,2.0590639114379883,2.0590639114379883,2.3026070594787598,1.464334487915039,0.3921999931335449,0.3921999931335449,0.10000000149011612,0.8997999429702759
60,2.044497489929199,2.0444977283477783,2.302565574645996,1.4401291608810425,0.41279998421669006,0.41279998421669006,0.09999999403953552,0.9026999473571777
61,2.0283732414245605,2.0283732414245605,2.3025760650634766,1.4197790622711182,0.43779999017715454,0.43779999017715454,0.09999999403953552,0.9048999547958374
62,2.010874032974243,2.0108742713928223,2.3026466369628906,1.3954459428787231,0.4601999819278717,0.4602000117301941,0.10000000149011612,0.9081999659538269
63,1.9917231798171997,1.9917232990264893,2.302555561065674,1.375000238418579,0.4868999719619751,0.4869000017642975,0.09999999403953552,0.9092000126838684
64,1.9712951183319092,1.9712951183319092,2.302422523498535,1.3555793762207031,0.5131000280380249,0.5130999684333801,0.09999999403953552,0.9120999574661255
65,1.9495697021484375,1.9495697021484375,2.3024864196777344,1.332727313041687,0.5371999740600586,0.5371999740600586,0.10000000149011612,0.9147999882698059
66,1.9265294075012207,1.9265294075012207,2.3024685382843018,1.3108432292938232,0.5648000240325928,0.564799964427948,0.09999999403953552,0.9170999526977539
67,1.902242660522461,1.902242660522461,2.3024258613586426,1.2905769348144531,0.587399959564209,0.587399959564209,0.09999999403953552,0.9180999994277954
68,1.87693190574646,1.87693190574646,2.3025970458984375,1.2712516784667969,0.6124999523162842,0.6124999523162842,0.09999999403953552,0.9203999638557434
69,1.8506929874420166,1.8506929874420166,2.302720069885254,1.2528644800186157,0.6365000009536743,0.6365000009536743,0.09999999403953552,0.9220999479293823
70,1.8236157894134521,1.8236159086227417,2.302583694458008,1.2380603551864624,0.6575999855995178,0.6575999855995178,0.09999999403953552,0.9221999645233154
71,1.7956702709197998,1.7956702709197998,2.302861213684082,1.2198536396026611,0.6757999658584595,0.6757999658584595,0.09999999403953552,0.9243999719619751
72,1.7674157619476318,1.7674157619476318,2.3029325008392334,1.2041921615600586,0.6956999897956848,0.6956999897956848,0.09999999403953552,0.9253000020980835
73,1.7387478351593018,1.7387478351593018,2.3029661178588867,1.1875853538513184,0.7106999754905701,0.7106999754905701,0.09999999403953552,0.9261999726295471
74,1.7097864151000977,1.7097865343093872,2.30301570892334,1.174368143081665,0.7245999574661255,0.7245999574661255,0.09999999403953552,0.926800012588501
75,1.6809018850326538,1.6809018850326538,2.3031744956970215,1.1612221002578735,0.7380999326705933,0.7380999326705933,0.09999999403953552,0.9269000291824341
76,1.652220368385315,1.652220368385315,2.3031837940216064,1.1490557193756104,0.7509000301361084,0.7508999705314636,0.09999999403953552,0.9273999929428101
77,1.6237263679504395,1.6237263679504395,2.303187847137451,1.1373372077941895,0.7597000002861023,0.7596999406814575,0.09999999403953552,0.9284999370574951
78,1.5956978797912598,1.5956978797912598,2.302837371826172,1.1266220808029175,0.769599974155426,0.769599974155426,0.10000000149011612,0.9285999536514282
79,1.5683367252349854,1.5683367252349854,2.3029463291168213,1.1144546270370483,0.7761000394821167,0.7760999202728271,0.09999999403953552,0.9298999905586243
80,1.5417768955230713,1.5417768955230713,2.3031270503997803,1.105948805809021,0.7836999893188477,0.7836999893188477,0.09999999403953552,0.9309999942779541
81,1.5161607265472412,1.5161607265472412,2.3032190799713135,1.0948667526245117,0.7905999422073364,0.7906000018119812,0.09999999403953552,0.9307999610900879
82,1.4914721250534058,1.4914721250534058,2.3031115531921387,1.088139295578003,0.7970999479293823,0.7970999479293823,0.10770000517368317,0.9315999746322632
83,1.467964768409729,1.4679646492004395,2.3032140731811523,1.0808418989181519,0.8019000291824341,0.8018999695777893,0.14919999241828918,0.9327999949455261
84,1.4456267356872559,1.4456268548965454,2.3033342361450195,1.0716419219970703,0.8069999814033508,0.806999921798706,0.14819999039173126,0.933899998664856
85,1.424515724182129,1.424515724182129,2.3031468391418457,1.065005898475647,0.8120999932289124,0.8120999932289124,0.12429999560117722,0.9340999722480774
86,1.4048376083374023,1.4048376083374023,2.303199291229248,1.0593812465667725,0.8149999976158142,0.8149999976158142,0.10809999704360962,0.9343000054359436
87,1.3865165710449219,1.3865165710449219,2.3033928871154785,1.0540800094604492,0.8180000185966492,0.8179999589920044,0.10220000147819519,0.9351999759674072
88,1.3694218397140503,1.3694217205047607,2.303633689880371,1.0479871034622192,0.8205999732017517,0.8205999732017517,0.10040000081062317,0.9359999895095825
89,1.3539758920669556,1.3539760112762451,2.3038766384124756,1.0428048372268677,0.823699951171875,0.823699951171875,0.10019999742507935,0.9361000061035156
90,1.3398160934448242,1.3398160934448242,2.3035638332366943,1.0382142066955566,0.826200008392334,0.826200008392334,0.10009999573230743,0.936199963092804
91,1.3271150588989258,1.3271150588989258,2.30355167388916,1.0338224172592163,0.8281999826431274,0.8281999826431274,0.09999999403953552,0.9368999600410461
92,1.3157236576080322,1.3157236576080322,2.3037703037261963,1.029914140701294,0.8279999494552612,0.828000009059906,0.09999999403953552,0.9377999901771545
93,1.3058630228042603,1.3058630228042603,2.3038277626037598,1.0267975330352783,0.8282999396324158,0.8282999992370605,0.10000000149011612,0.9376999735832214
94,1.2973452806472778,1.2973451614379883,2.303825616836548,1.0237433910369873,0.8281999826431274,0.8281999826431274,0.09999999403953552,0.9386999607086182
