step,loss_bn_a,loss_bn_b,loss_reset,loss_recalc,acc_bn_a,acc_bn_b,acc_reset,acc_recalc
1,1.023110270500183,2.253939151763916,2.2890067100524902,1.0206372737884521,0.9298999309539795,0.19909998774528503,0.5981999635696411,0.9336999654769897
2,1.0249664783477783,1.0249664783477783,2.2895703315734863,1.0207351446151733,0.9289000034332275,0.9289000034332275,0.5950000286102295,0.9334999322891235
3,1.0275843143463135,1.0275843143463135,2.2900984287261963,1.0217421054840088,0.9282999634742737,0.9283000230789185,0.5937999486923218,0.9337999820709229
4,1.031039834022522,1.0310397148132324,2.290618896484375,1.0231680870056152,0.9271000027656555,0.9270999431610107,0.5920000076293945,0.9332000017166138
5,1.0353357791900635,1.0353357791900635,2.2911131381988525,1.02489173412323,0.9262999296188354,0.9262999296188354,0.5900999307632446,0.9329999685287476
6,1.040601372718811,1.0406012535095215,2.2915875911712646,1.0260270833969116,0.9244999885559082,0.9244999885559082,0.5877000093460083,0.9325999617576599
7,1.0468825101852417,1.0468825101852417,2.292034149169922,1.0276414155960083,0.9232999682426453,0.9232999682426453,0.5852999687194824,0.9333999156951904
8,1.0543556213378906,1.054355502128601,2.292473316192627,1.0301932096481323,0.9213999509811401,0.9213999509811401,0.5831000208854675,0.9323999881744385
9,1.0630807876586914,1.0630807876586914,2.2928848266601562,1.0319726467132568,0.9196999669075012,0.919700026512146,0.5808999538421631,0.9330999851226807
10,1.0732206106185913,1.0732207298278809,2.2932820320129395,1.0347461700439453,0.9157999753952026,0.9157999753952026,0.5789999961853027,0.9327999949455261
11,1.0848758220672607,1.0848759412765503,2.2936739921569824,1.0382956266403198,0.9128999710083008,0.9128999710083008,0.5756999850273132,0.9319999814033508
12,1.098192572593689,1.098192572593689,2.2940332889556885,1.0412784814834595,0.9099999666213989,0.9099999666213989,0.5719000101089478,0.9314000010490417
13,1.113232135772705,1.113232135772705,2.2943835258483887,1.0444564819335938,0.906999945640564,0.906999945640564,0.5686999559402466,0.9320999383926392
14,1.1302381753921509,1.1302381753921509,2.294724941253662,1.0488379001617432,0.9017000198364258,0.9017000198364258,0.5658999681472778,0.9311999678611755
15,1.1491093635559082,1.1491093635559082,2.2950596809387207,1.0532459020614624,0.8978999853134155,0.8978999853134155,0.5620999932289124,0.9311000108718872
16,1.1699856519699097,1.1699856519699097,2.2953662872314453,1.0579209327697754,0.8910999298095703,0.8910999894142151,0.5583000183105469,0.9311999678611755
17,1.192997694015503,1.192997694015503,2.295663356781006,1.063591480255127,0.8833999633789062,0.8833999633789062,0.5550999641418457,0.9305000305175781
18,1.217939853668213,1.217939853668213,2.295949935913086,1.0687808990478516,0.8765999674797058,0.8766000270843506,0.5517999529838562,0.929099977016449
19,1.2449803352355957,1.2449803352355957,2.296224594116211,1.0740666389465332,0.8686000108718872,0.8685999512672424,0.5470000505447388,0.929099977016449
20,1.2738637924194336,1.273863673210144,2.2964837551116943,1.080597162246704,0.8597999811172485,0.8597999811172485,0.5432000160217285,0.9293999671936035
21,1.3046166896820068,1.3046166896820068,2.2967281341552734,1.088348150253296,0.851099967956543,0.851099967956543,0.5372999906539917,0.9283000230789185
22,1.3369975090026855,1.3369975090026855,2.296957492828369,1.0953731536865234,0.8401999473571777,0.8401999473571777,0.5328999757766724,0.9282000064849854
23,1.3709646463394165,1.370964765548706,2.297178030014038,1.1027476787567139,0.8259999752044678,0.8259999752044678,0.5281000137329102,0.9273999929428101
24,1.4060567617416382,1.4060568809509277,2.2973926067352295,1.1106544733047485,0.8125999569892883,0.8125999569892883,0.5217000246047974,0.9256999492645264
