,a-b-rebasin,a-b-orig,b-orig-b-rebasin
0,1.0731550455093384,1.0731550455093384,1.0790894031524658
1,1.07375168800354,1.073486089706421,1.0784401893615723
2,1.0741392374038696,1.073845624923706,1.0798211097717285
3,1.0751497745513916,1.0751619338989258,1.080370306968689
4,1.07585608959198,1.0766699314117432,1.081089735031128
5,1.077850580215454,1.0789443254470825,1.0811564922332764
6,1.0793051719665527,1.0807998180389404,1.0824247598648071
7,1.08160400390625,1.0827089548110962,1.082605004310608
8,1.0826421976089478,1.0852553844451904,1.0840749740600586
9,1.086161494255066,1.0887877941131592,1.0838655233383179
10,1.0894163846969604,1.0925288200378418,1.0866426229476929
11,1.093432903289795,1.0967751741409302,1.086693525314331
12,1.096719741821289,1.1009204387664795,1.0881807804107666
13,1.1007640361785889,1.1066904067993164,1.089505910873413
14,1.1050446033477783,1.1127694845199585,1.0917961597442627
15,1.1104060411453247,1.119713306427002,1.0928852558135986
16,1.1153488159179688,1.1259920597076416,1.096564531326294
17,1.1220672130584717,1.1344630718231201,1.097977638244629
18,1.1277885437011719,1.142622470855713,1.1000914573669434
19,1.1348354816436768,1.1526880264282227,1.1031609773635864
20,1.1418519020080566,1.1627240180969238,1.1062211990356445
21,1.1495963335037231,1.175081491470337,1.1100609302520752
22,1.1592395305633545,1.1876013278961182,1.1145869493484497
23,1.1679472923278809,1.2011170387268066,1.1186885833740234
24,1.1772551536560059,1.2175254821777344,1.1227155923843384
25,1.1895263195037842,1.2341443300247192,1.129194736480713
26,1.1995792388916016,1.254272222518921,1.1350765228271484
27,1.2106024026870728,1.2724732160568237,1.1420131921768188
28,1.2237309217453003,1.2956340312957764,1.1508705615997314
29,1.2359611988067627,1.3201725482940674,1.1597853899002075
30,1.249098777770996,1.345360517501831,1.1717207431793213
31,1.2629473209381104,1.3759790658950806,1.1830267906188965
32,1.277594804763794,1.4109423160552979,1.1989521980285645
33,1.2926411628723145,1.4375346899032593,1.213974952697754
34,1.3071329593658447,1.4781787395477295,1.2314621210098267
35,1.3212480545043945,1.5153323411941528,1.2532086372375488
36,1.3379467725753784,1.552966594696045,1.275199294090271
37,1.3548190593719482,1.593268871307373,1.3003430366516113
38,1.365861415863037,1.6368060111999512,1.3321936130523682
39,1.3810616731643677,1.6796720027923584,1.36282479763031
40,1.3960071802139282,1.7204164266586304,1.396628737449646
41,1.4051423072814941,1.767839789390564,1.4354197978973389
42,1.4201620817184448,1.812687873840332,1.4707129001617432
43,1.431110143661499,1.8559184074401855,1.510308861732483
44,1.440608263015747,1.8971084356307983,1.5529627799987793
45,1.4469833374023438,1.9321844577789307,1.5857908725738525
46,1.4544659852981567,1.9647905826568604,1.621255874633789
47,1.461601972579956,1.9961848258972168,1.6514850854873657
48,1.4650074243545532,2.0215330123901367,1.6781005859375
49,1.466828465461731,2.0376110076904297,1.688298225402832
50,1.468690276145935,2.04813814163208,1.702655553817749
51,1.4668619632720947,2.049388885498047,1.7073707580566406
52,1.464165449142456,2.0394539833068848,1.7003380060195923
53,1.4671251773834229,2.023322105407715,1.679900050163269
54,1.4665989875793457,2.0037636756896973,1.665900468826294
55,1.4546396732330322,1.9728991985321045,1.6261051893234253
56,1.4505678415298462,1.9373699426651,1.5847952365875244
57,1.4460670948028564,1.8987724781036377,1.553826093673706
58,1.43707275390625,1.856768250465393,1.514716386795044
59,1.4242771863937378,1.8151063919067383,1.4735455513000488
60,1.411464810371399,1.7703806161880493,1.4327377080917358
61,1.401547908782959,1.7305907011032104,1.3940329551696777
62,1.3906683921813965,1.6831226348876953,1.3604376316070557
63,1.3757448196411133,1.641143798828125,1.3306286334991455
64,1.3623075485229492,1.6039929389953613,1.3008073568344116
