,a-b-rebasin,a-b-orig,b-orig-b-rebasin
0,0.8888000249862671,0.8888000249862671,0.8845999836921692
1,0.8886999487876892,0.8885999917984009,0.8852999806404114
2,0.8880000114440918,0.88919997215271,0.8842999935150146
3,0.8886999487876892,0.8890999555587769,0.884399950504303
4,0.8890999555587769,0.8890999555587769,0.8838999271392822
5,0.8882999420166016,0.8888999819755554,0.8835999965667725
6,0.8876999616622925,0.8882999420166016,0.8833999633789062
7,0.888700008392334,0.8888999819755554,0.8840999603271484
8,0.8877999782562256,0.88919997215271,0.882099986076355
9,0.8871999979019165,0.8881999850273132,0.8827999830245972
10,0.8862999677658081,0.8868999481201172,0.8804000020027161
11,0.8852999806404114,0.8869999647140503,0.8806999325752258
12,0.8844999670982361,0.8865000009536743,0.8802999258041382
13,0.8859999775886536,0.8868999481201172,0.8799999952316284
14,0.8849999904632568,0.8847999572753906,0.8777999877929688
15,0.8847999572753906,0.8847999572753906,0.8780999779701233
16,0.8845000267028809,0.8827999830245972,0.8763999938964844
17,0.8835999965667725,0.882099986076355,0.8758999705314636
18,0.8831999897956848,0.8811999559402466,0.875499963760376
19,0.8822999596595764,0.8788999319076538,0.873199999332428
20,0.8818999528884888,0.8773000240325928,0.8712999820709229
21,0.880899965763092,0.875999927520752,0.8701000213623047
22,0.8787000179290771,0.8722999691963196,0.8682999610900879
23,0.8789999485015869,0.8712999820709229,0.8664000034332275
24,0.8780999183654785,0.8701000213623047,0.8644000291824341
25,0.8763999938964844,0.8676999807357788,0.8616999983787537
26,0.8755999803543091,0.8661999702453613,0.859499990940094
27,0.8751000165939331,0.8649999499320984,0.8571999669075012
28,0.8743000030517578,0.8626999855041504,0.8540999889373779
29,0.8725999593734741,0.8593999743461609,0.8502999544143677
30,0.8712999820709229,0.8560999631881714,0.8460999727249146
31,0.8695999383926392,0.8535999655723572,0.8423999547958374
32,0.8690999746322632,0.847599983215332,0.8374999761581421
33,0.8676999807357788,0.8440999984741211,0.8324999809265137
34,0.8664000034332275,0.8361999988555908,0.8256999850273132
35,0.8652999401092529,0.8307000398635864,0.8197000026702881
