,ab_orig,ab_rebasin,b_orig_b_rebasin
0,0.3907959759235382,0.3907959759235382,0.3857515752315521
1,0.05253291130065918,0.07228110730648041,0.11683124303817749
2,0.3682893216609955,0.031612932682037354,0.034353286027908325
3,0.35455605387687683,0.34430626034736633,0.34391552209854126
4,0.33303478360176086,0.031514447182416916,0.03769494593143463
5,0.3258296549320221,0.031409285962581635,0.03809699788689613
6,0.3842070400714874,0.030095763504505157,0.03040580078959465
7,0.3902287185192108,0.38985878229141235,0.3850298225879669
8,0.026482487097382545,0.040087081491947174,0.09723711013793945
9,0.04517630860209465,0.06531467288732529,0.11266829818487167
10,0.3820650279521942,0.37891024351119995,0.37421149015426636
11,0.06155450642108917,0.07944029569625854,0.12131784856319427
12,0.05803121253848076,0.03260362148284912,0.0783996731042862
13,0.1727200448513031,0.15849177539348602,0.18827123939990997
14,0.2743336260318756,0.253842830657959,0.26967066526412964
15,0.26207759976387024,0.24161511659622192,0.2594566345214844
16,0.15934620797634125,0.14926065504550934,0.17949822545051575
17,0.03251209110021591,0.0328107625246048,0.08670913428068161
18,0.31803828477859497,0.03129296004772186,0.03868866711854935
19,0.3338690996170044,0.3197958767414093,0.3232796788215637
20,0.369630366563797,0.36268579959869385,0.3597572445869446
21,0.31625381112098694,0.29980358481407166,0.30690208077430725
22,0.24629904329776764,0.030730651691555977,0.045697350054979324
23,0.3859669268131256,0.384128600358963,0.3791804909706116
24,0.3255411684513092,0.31039556860923767,0.3152293860912323
25,0.22086572647094727,0.030688893049955368,0.05107952654361725
26,0.11434993892908096,0.11588463932275772,0.1495058238506317
27,0.3602217137813568,0.35100674629211426,0.3496864140033722
28,0.07677286863327026,0.03230316564440727,0.07520496845245361
29,0.38511282205581665,0.02976669929921627,0.029990101233124733
30,0.34819015860557556,0.33687058091163635,0.3374880254268646
31,0.0940433144569397,0.10053986310958862,0.1370547115802765
32,0.03515341132879257,0.05229746550321579,0.1057049110531807
33,0.1045057475566864,0.10816550254821777,0.14305229485034943
34,0.24956917762756348,0.22905991971492767,0.24937637150287628
35,0.38222646713256836,0.030676573514938354,0.03155290707945824
36,0.3798532783985138,0.37526848912239075,0.371399849653244
37,0.18158453702926636,0.030766423791646957,0.059709638357162476
38,0.37446340918540955,0.0314142107963562,0.033447444438934326
39,0.03607504442334175,0.03268885985016823,0.0849854126572609
40,0.05116603896021843,0.03282014653086662,0.07989276945590973
41,0.3647732734680176,0.031671661883592606,0.034783657640218735
42,0.0720934346318245,0.08676638454198837,0.1260451078414917
43,0.06666997820138931,0.032494932413101196,0.07682184875011444
44,0.3609102964401245,0.03173663839697838,0.035193223506212234
45,0.08307096362113953,0.09358947724103928,0.1312219500541687
46,0.30693814158439636,0.28950929641723633,0.29821082949638367
47,0.3004406690597534,0.03109773062169552,0.04003249481320381
48,0.02966156043112278,0.03339794650673866,0.08846961706876755
49,0.3510570228099823,0.03173542022705078,0.0360075905919075
50,0.3392444849014282,0.03170464187860489,0.03706849738955498
51,0.2907422184944153,0.031054174527525902,0.04074617847800255
52,0.23333320021629333,0.030672501772642136,0.04825635626912117
53,0.04037204757332802,0.03271675854921341,0.08321689069271088
54,0.02615213952958584,0.03587767109274864,0.09247995913028717
55,0.2243603765964508,0.204056054353714,0.227468803524971
56,0.11401744931936264,0.03153836727142334,0.07022310048341751
57,0.08809144049882889,0.03217655420303345,0.0735112801194191
58,0.15528368949890137,0.030980171635746956,0.06458369642496109
59,0.2582632899284363,0.03080451488494873,0.043856095522642136
60,0.3896932005882263,0.3889681398868561,0.3840634226799011
61,0.37691548466682434,0.37168431282043457,0.3677036166191101
62,0.23699383437633514,0.21648220717906952,0.23838146030902863
63,0.13519726693630219,0.13182589411735535,0.16390827298164368
64,0.28574952483177185,0.2659623324871063,0.2794986069202423
65,0.3651607930660248,0.35702335834503174,0.35482510924339294
66,0.3886360228061676,0.3875471353530884,0.3826940357685089
67,0.3734084665775299,0.3673607110977173,0.36412596702575684
68,0.3413698673248291,0.3287085294723511,0.33068040013313293
69,0.3097371757030487,0.031223436817526817,0.03930937498807907
70,0.12813469767570496,0.031420089304447174,0.06850822269916534
71,0.045336946845054626,0.032833684235811234,0.08157442510128021
72,0.37677112221717834,0.031214352697134018,0.03301342949271202
73,0.19508802890777588,0.03087618201971054,0.05690387636423111
74,0.3804559111595154,0.030925365164875984,0.03206620365381241
75,0.1988099366426468,0.17998456954956055,0.20694349706172943
76,0.39055684208869934,0.3904757797718048,0.3855638802051544
77,0.38440558314323425,0.3818034529685974,0.3769235908985138
78,0.025768239051103592,0.03782106563448906,0.09473712742328644
79,0.3831271529197693,0.030424077063798904,0.030967460945248604
80,0.3872910141944885,0.38591858744621277,0.3810623586177826
81,0.18582968413829803,0.1689930558204651,0.19743706285953522
82,0.3716667890548706,0.03160197287797928,0.033926915377378464
83,0.3561989963054657,0.03177759796380997,0.0356360487639904
84,0.10100962221622467,0.031879447400569916,0.07183755189180374
85,0.3456822633743286,0.03174993395805359,0.03654823079705238
86,0.21140654385089874,0.191438227891922,0.21697412431240082
87,0.039496950805187225,0.05829323083162308,0.10906457901000977
88,0.26961567997932434,0.03080163151025772,0.04255517199635506
89,0.1683691293001175,0.0308305062353611,0.06231459975242615
90,0.027387313544750214,0.03455124422907829,0.09026847034692764
91,0.2078847885131836,0.03076634556055069,0.05385975539684296
92,0.28059589862823486,0.030936740338802338,0.04157450795173645
93,0.1467481404542923,0.14013318717479706,0.17151039838790894
94,0.3788914382457733,0.031026268377900124,0.0325169637799263
95,0.12453795224428177,0.12365639209747314,0.15656374394893646
96,0.02857362851500511,0.04310447350144386,0.09998574107885361
97,0.031279515475034714,0.04709649831056595,0.1027442067861557
98,0.29644662141799927,0.2780211269855499,0.2890363335609436
99,0.14170695841312408,0.031130937859416008,0.06661196798086166
100,0.3857515752315521,0.028748197481036186,0.028748197481036186
