,ab_orig,ab_rebasin,b_orig_b_rebasin
0,31.598911608985674,31.598911608985674,33.1153739955884
1,2321.5603121496433,2113.8048520799666,753.7008538116803
2,38.11555822431291,9774.124542792895,6310.650965310133
3,43.19058220812576,44.56159752257929,47.43557164908429
4,52.097780178848225,9774.124542792895,4337.243844696488
5,56.33112860888661,9774.124542792895,4074.463695608912
6,33.1153739955884,11075.533174499795,9774.124542792895
7,31.598911608985674,31.598911608985674,33.1153739955884
8,4616.971845553834,4074.463695608912,1062.888320825256
9,2714.1786995635907,2395.2544968227517,802.3103488344278
10,34.16656808862071,34.16656808862071,36.37012088154768
11,1924.6413411243739,1808.033293094239,686.2524800524116
12,1646.2331508957907,9181.940659081512,1498.912435661121
13,286.07276321815306,314.18944507613503,252.45834868093485
14,90.01685882472805,95.82244339966245,95.82244339966245
15,98.86417218989342,108.58104437774381,108.58104437774381
16,334.4529092733564,367.32463722371847,286.07276321815306
17,3377.849470651115,6717.652702321811,1282.0878826357048
18,59.964171747807605,9774.124542792895,3827.604580529817
19,51.29007950103599,53.751540114985325,56.33112860888661
20,38.11555822431291,38.71579052093759,41.21274274954615
21,59.964171747807605,63.8315258756119,65.85775462841478
22,123.03843212375341,10404.500979162593,2714.1786995635907
23,33.1153739955884,33.1153739955884,34.70461288153508
24,56.33112860888661,58.1192693575127,61.867637586462095
25,157.98444750913964,10404.500979162593,2471.287984431998
26,708.0364572907772,753.7008538116803,443.0780328947756
27,41.21274274954615,42.520974742992884,44.56159752257929
28,1131.4386804004107,9774.124542792895,1595.5839150847185
29,33.1153739955884,11075.533174499795,10404.500979162593
30,45.97613350511292,47.43557164908429,49.712050696305
31,1062.888320825256,1062.888320825256,534.454058724998
32,3827.604580529817,2980.9419458889515,909.1366542195793
33,881.1654784726928,881.1654784726928,486.62598883793805
34,112.02777436123631,123.03843212375341,123.03843212375341
35,33.6368649014799,10404.500979162593,8625.635359747908
36,34.70461288153508,35.251130641310844,36.94286655817595
37,252.45834868093485,11075.533174499795,2113.8048520799666
38,36.37012088154768,9774.124542792895,7150.903777926468
39,2980.9419458889515,7612.0971278388915,1322.7856929383902
40,1924.6413411243739,8625.635359747908,1452.7957787509877
41,39.32547509444593,9774.124542792895,5928.308200899593
42,1546.492991403887,1498.912435661121,644.6745712520105
43,1364.775389535195,9774.124542792895,1546.492991403887
44,41.21274274954615,9774.124542792895,5569.1303984399965
45,1282.0878826357048,1282.0878826357048,586.9829138590279
46,65.85775462841478,70.10521193144065,72.33058872117358
47,70.10521193144065,9774.124542792895,3377.849470651115
48,3827.604580529817,6310.650965310133,1242.6422114907643
49,44.56159752257929,9774.124542792895,4914.740739952208
50,49.712050696305,9774.124542792895,4616.971845553834
51,76.9955076670035,9774.124542792895,3377.849470651115
52,139.4207973060761,10404.500979162593,2549.7350323730147
53,2630.672255222592,8103.034872671019,1364.775389535195
54,4616.971845553834,4914.740739952208,1167.3543749543546
55,148.41265995084171,162.99940877863045,153.12378027496428
56,644.6745712520105,10404.500979162593,1752.4059935429152
57,937.9957297897989,10404.500979162593,1646.2331508957907
58,356.02325372294456,11075.533174499795,1985.7359737643446
59,108.58104437774381,10404.500979162593,2800.335921185048
60,32.0965217233196,32.0965217233196,33.6368649014799
61,35.80625479767054,36.37012088154768,38.11555822431291
62,130.97372372343708,143.84648546510235,135.13127316675195
63,486.62598883793805,518.0106469058294,356.02325372294456
64,79.43960577262536,87.2473330700652,87.2473330700652
65,39.32547509444593,40.57379882258735,42.520974742992884
66,32.0965217233196,32.0965217233196,33.6368649014799
67,36.94286655817595,37.52463166069959,39.32547509444593
68,48.1825727016485,50.49490105320551,52.918200282937136
69,65.85775462841478,9774.124542792895,3595.7018934005678
70,518.0106469058294,11075.533174499795,1865.4263914768694
71,2250.133457675409,8625.635359747908,1408.0979812711778
72,35.80625479767054,10404.500979162593,7612.0971278388915
73,215.93909157961207,11075.533174499795,2250.133457675409
74,34.16656808862071,10404.500979162593,8103.034872671019
75,202.85601193019082,222.79372947539696,196.61479270899173
76,31.598911608985674,31.598911608985674,33.1153739955884
77,33.6368649014799,33.6368649014799,35.251130641310844
78,4616.971845553834,4337.243844696488,1096.6279948676925
79,33.6368649014799,10404.500979162593,9181.940659081512
80,32.6019680514115,32.6019680514115,34.16656808862071
81,237.16268053769682,268.7405019803435,222.79372947539696
82,36.94286655817595,9774.124542792895,6717.652702321811
83,42.520974742992884,9774.124542792895,5231.7140647515635
84,777.6258708006411,10404.500979162593,1698.4901649402689
85,46.70015176666612,9774.124542792895,4616.971845553834
86,173.51196015715834,190.56559548899648,173.51196015715834
87,3173.196050350923,2714.1786995635907,854.0548847615563
88,95.82244339966245,10404.500979162593,2980.9419458889515
89,304.52285849066146,11075.533174499795,2048.7699568992143
90,4074.463695608912,5569.1303984399965,1204.4101552572106
91,184.70251237823084,11075.533174499795,2321.5603121496433
92,84.56301660848239,9774.124542792895,3173.196050350923
93,403.42716529117405,443.0780328947756,324.162881849071
94,34.70461288153508,10404.500979162593,7612.0971278388915
95,586.9829138590279,624.8400330136221,403.42716529117405
96,4616.971845553834,3595.7018934005678,998.4912148724895
97,4074.463695608912,3377.849470651115,967.7708901300058
98,72.33058872117358,76.9955076670035,79.43960577262536
99,429.4459639751441,11075.533174499795,1924.6413411243739
100,33.1153739955884,11789.84319816157,11789.84319816157
