Model 0: Loss: 0.9981516003608704, Acc: 0.9332000017166138
Model 1: Loss: 1.0035452842712402, Acc: 0.9305999279022217
Model 2: Loss: 1.0010664463043213, Acc: 0.930899977684021
Model 3: Loss: 1.0043926239013672, Acc: 0.9291999340057373
Model 4: Loss: 1.0001716613769531, Acc: 0.9329999685287476
Model 5: Loss: 1.0008056163787842, Acc: 0.9314000010490417
Model 6: Loss: 1.0023248195648193, Acc: 0.9309999942779541
Model 7: Loss: 0.9997608661651611, Acc: 0.9318000078201294
Model 8: Loss: 1.000077486038208, Acc: 0.9335999488830566
Model 9: Loss: 1.002694010734558, Acc: 0.9302999973297119
Model 10: Loss: 1.0015153884887695, Acc: 0.932699978351593
Model 11: Loss: 1.0005359649658203, Acc: 0.9348999261856079
Merged Model: Loss: 2.300527811050415, Acc: 0.13040000200271606
