Model 0: Loss: 1.002302885055542, Acc: 0.9304999709129333
Model 1: Loss: 1.0004059076309204, Acc: 0.9315999746322632
Model 2: Loss: 1.0012123584747314, Acc: 0.932200014591217
Model 3: Loss: 1.0013213157653809, Acc: 0.9311999678611755
Model 4: Loss: 1.0035557746887207, Acc: 0.9300999641418457
Model 5: Loss: 1.001941204071045, Acc: 0.9322999715805054
Model 6: Loss: 1.0017606019973755, Acc: 0.9330999851226807
Model 7: Loss: 1.002472996711731, Acc: 0.9301999807357788
Model 8: Loss: 1.0009434223175049, Acc: 0.9323999881744385
Merged Model: Loss: 2.2949419021606445, Acc: 0.1738000065088272
