Model 0: Loss: 1.0088144540786743, Acc: 0.9417999982833862
Model 1: Loss: 1.0103391408920288, Acc: 0.9391999840736389
Model 2: Loss: 1.0122952461242676, Acc: 0.9388999938964844
Model 3: Loss: 1.009499430656433, Acc: 0.9408999681472778
Model 4: Loss: 1.010676383972168, Acc: 0.9387999773025513
Model 5: Loss: 1.0110347270965576, Acc: 0.9380999803543091
Model 6: Loss: 1.011031985282898, Acc: 0.9392999410629272
Model 7: Loss: 1.0109654664993286, Acc: 0.9396999478340149
Model 8: Loss: 1.011601209640503, Acc: 0.9397000074386597
Merged Model: Loss: 2.286391258239746, Acc: 0.24489998817443848
