Model 0: Loss: 1.243254542350769, Acc: 0.8224999904632568
Model 1: Loss: 1.309471845626831, Acc: 0.7871000170707703
Model 2: Loss: 1.2723450660705566, Acc: 0.8116999864578247
Model 3: Loss: 1.252528190612793, Acc: 0.8154000043869019
Model 4: Loss: 1.2427353858947754, Acc: 0.8248000144958496
Model 5: Loss: 1.2425220012664795, Acc: 0.8233999609947205

Average Model: Loss: 1.2604761719703674, Acc: 0.8141499956448873
Merged Model: Loss: 1.267352819442749, Acc: 0.8033000230789185

Control Model (1): Loss: 1.2817645072937012, Acc: 0.7964999675750732
Control Model (2): Loss: 1.2373744249343872, Acc: 0.8217999935150146
Control Model (3): Loss: 1.2289868593215942, Acc: 0.8258000016212463
Control Model (4): Loss: 1.2069000005722046, Acc: 0.8359999656677246
Control Model (5): Loss: 1.2056461572647095, Acc: 0.8401999473571777
Control Model (6): Loss: 1.1872190237045288, Acc: 0.8499999642372131
Control Model (7): Loss: 1.1887263059616089, Acc: 0.8506999611854553
