Model 0: Loss: 1.5297513008117676, Acc: 0.656499981880188
Model 1: Loss: 1.5203667879104614, Acc: 0.6473999619483948
Model 2: Loss: 1.5057392120361328, Acc: 0.6662999987602234
Model 3: Loss: 1.5725226402282715, Acc: 0.6288000345230103
Model 4: Loss: 1.4751735925674438, Acc: 0.6796000003814697
Model 5: Loss: 1.622424602508545, Acc: 0.6143999695777893
Model 6: Loss: 1.5474263429641724, Acc: 0.6231000423431396
Model 7: Loss: 1.538076400756836, Acc: 0.6454000473022461
Model 8: Loss: 1.5126428604125977, Acc: 0.6581000089645386
Model 9: Loss: 1.5220766067504883, Acc: 0.6581000089645386
Model 10: Loss: 1.4793314933776855, Acc: 0.6785999536514282
Model 11: Loss: 1.5008468627929688, Acc: 0.6603000164031982

Average Model: Loss: 1.5271982252597809, Acc: 0.6513833353916804
Merged Model: Loss: 1.3864409923553467, Acc: 0.7379999756813049

Control Model (1): Loss: 1.4826881885528564, Acc: 0.6780999898910522
Control Model (2): Loss: 1.4594025611877441, Acc: 0.7148000001907349
Control Model (3): Loss: 1.3657116889953613, Acc: 0.7533999681472778
Control Model (4): Loss: 1.382062315940857, Acc: 0.746399998664856
Control Model (5): Loss: 1.423643946647644, Acc: 0.7222999930381775
Control Model (6): Loss: 1.607682466506958, Acc: 0.6173999309539795
Control Model (7): Loss: 1.3624746799468994, Acc: 0.7670999765396118
Control Model (8): Loss: 2.1863715648651123, Acc: 0.34119999408721924
Control Model (9): Loss: 1.3228727579116821, Acc: 0.7890999913215637
Control Model (10): Loss: 1.3215382099151611, Acc: 0.7903000116348267
Control Model (11): Loss: 1.4803926944732666, Acc: 0.684999942779541
Control Model (12): Loss: 1.3267982006072998, Acc: 0.785599946975708
Control Model (13): Loss: 1.4881291389465332, Acc: 0.6847000122070312
