Model 0: Loss: 1.2894084453582764, Acc: 0.802299976348877
Model 1: Loss: 1.2781239748001099, Acc: 0.8061000108718872
Model 2: Loss: 1.2711039781570435, Acc: 0.8097000122070312
Model 3: Loss: 1.2881377935409546, Acc: 0.7943999767303467
Model 4: Loss: 1.3216173648834229, Acc: 0.7767999172210693
Model 5: Loss: 1.2748055458068848, Acc: 0.8040999174118042

Average Model: Loss: 1.2871995170911152, Acc: 0.7988999684651693
Merged Model: Loss: 1.227595567703247, Acc: 0.8274999856948853

Control Model (1): Loss: 1.2880594730377197, Acc: 0.7985999584197998
Control Model (2): Loss: 1.2354477643966675, Acc: 0.8278999924659729
Control Model (3): Loss: 1.2475037574768066, Acc: 0.8203999996185303
Control Model (4): Loss: 1.2088509798049927, Acc: 0.8373000025749207
Control Model (5): Loss: 1.259653091430664, Acc: 0.8119999766349792
Control Model (6): Loss: 1.2396705150604248, Acc: 0.8214999437332153
Control Model (7): Loss: 1.2334034442901611, Acc: 0.8265999555587769
