Model 0: Loss: 1.3808910846710205, Acc: 0.7475999593734741
Model 1: Loss: 1.3856103420257568, Acc: 0.7359999418258667
Model 2: Loss: 1.3934295177459717, Acc: 0.7404999732971191
Model 3: Loss: 1.4347951412200928, Acc: 0.715399980545044
Model 4: Loss: 1.382553219795227, Acc: 0.7518999576568604
Model 5: Loss: 1.422847032546997, Acc: 0.7206000089645386
Model 6: Loss: 1.385847568511963, Acc: 0.7473000288009644
Model 7: Loss: 1.4274095296859741, Acc: 0.726599931716919
Model 8: Loss: 1.3807929754257202, Acc: 0.7476999759674072
Model 9: Loss: 1.3659753799438477, Acc: 0.7598999738693237
Model 10: Loss: 1.4172813892364502, Acc: 0.7195000052452087
Model 11: Loss: 1.4217579364776611, Acc: 0.7224999666213989

Average Model: Loss: 1.3999325931072235, Acc: 0.7362916419903437
Merged Model: Loss: 1.4038084745407104, Acc: 0.7313999533653259

Control Model (1): Loss: 1.4068012237548828, Acc: 0.7324000000953674
Control Model (2): Loss: 1.3974559307098389, Acc: 0.7391999959945679
Control Model (3): Loss: 1.5046682357788086, Acc: 0.6894999742507935
Control Model (4): Loss: 1.4757657051086426, Acc: 0.6843999624252319
Control Model (5): Loss: 1.364721417427063, Acc: 0.7604999542236328
Control Model (6): Loss: 1.4274120330810547, Acc: 0.7289999723434448
Control Model (7): Loss: 1.311584234237671, Acc: 0.7937999963760376
Control Model (8): Loss: 1.5739614963531494, Acc: 0.6204999685287476
Control Model (9): Loss: 1.344912052154541, Acc: 0.7615000009536743
Control Model (10): Loss: 1.4324367046356201, Acc: 0.7169999480247498
Control Model (11): Loss: 1.4284244775772095, Acc: 0.7130999565124512
Control Model (12): Loss: 1.2937955856323242, Acc: 0.7903000116348267
Control Model (13): Loss: 1.4816007614135742, Acc: 0.6830999851226807
