Model 0: Loss: 1.3916682004928589, Acc: 0.7384999990463257
Model 1: Loss: 1.4165178537368774, Acc: 0.7274999618530273
Model 2: Loss: 1.4485492706298828, Acc: 0.7072999477386475
Model 3: Loss: 1.3754785060882568, Acc: 0.7460999488830566
Model 4: Loss: 1.4116839170455933, Acc: 0.7284999489784241
Model 5: Loss: 1.3870158195495605, Acc: 0.7454999685287476
Model 6: Loss: 1.3579638004302979, Acc: 0.7638000249862671
Model 7: Loss: 1.429844617843628, Acc: 0.7236000299453735
Model 8: Loss: 1.4873144626617432, Acc: 0.7028999924659729
Model 9: Loss: 1.3871827125549316, Acc: 0.7416000366210938
Model 10: Loss: 1.3968993425369263, Acc: 0.736799955368042
Model 11: Loss: 1.363495111465454, Acc: 0.758899986743927

Average Model: Loss: 1.404467801253001, Acc: 0.7350833167632421
Merged Model: Loss: 1.4332165718078613, Acc: 0.7146999835968018

Control Model (1): Loss: 1.3856000900268555, Acc: 0.7401000261306763
Control Model (2): Loss: 1.8320963382720947, Acc: 0.5458999872207642
Control Model (3): Loss: 1.3402442932128906, Acc: 0.7771999835968018
Control Model (4): Loss: 1.4279526472091675, Acc: 0.708899974822998
Control Model (5): Loss: 1.3254261016845703, Acc: 0.7725999355316162
Control Model (6): Loss: 1.7478158473968506, Acc: 0.529699981212616
Control Model (7): Loss: 1.2997148036956787, Acc: 0.7960999608039856
Control Model (8): Loss: 1.5724036693572998, Acc: 0.6199999451637268
Control Model (9): Loss: 1.3006846904754639, Acc: 0.7867000102996826
Control Model (10): Loss: 1.3630481958389282, Acc: 0.7520999908447266
Control Model (11): Loss: 1.31509268283844, Acc: 0.7841999530792236
Control Model (12): Loss: 1.3446569442749023, Acc: 0.7646999955177307
Control Model (13): Loss: 1.294526219367981, Acc: 0.7933999300003052
