Model 0: Loss: 1.2234113216400146, Acc: 0.8277999758720398
Model 1: Loss: 1.180984616279602, Acc: 0.8494999408721924
Model 2: Loss: 1.168877124786377, Acc: 0.8583999872207642

Average Model: Loss: 1.1910910209019978, Acc: 0.8452333013216654
Merged Model: Loss: 1.173094391822815, Acc: 0.851599931716919

Control Model (1): Loss: 1.1804759502410889, Acc: 0.8496999740600586
Control Model (2): Loss: 1.1963592767715454, Acc: 0.8395999670028687
Control Model (3): Loss: 1.2123768329620361, Acc: 0.8307999968528748
Control Model (4): Loss: 1.1640572547912598, Acc: 0.8582000136375427
