Model 0: Loss: 1.2213354110717773, Acc: 0.8359000086784363
Model 1: Loss: 1.22178053855896, Acc: 0.8276000022888184
Model 2: Loss: 1.2693755626678467, Acc: 0.8075999617576599

Average Model: Loss: 1.2374971707661946, Acc: 0.8236999909083048
Merged Model: Loss: 1.224913477897644, Acc: 0.827299952507019

Control Model (1): Loss: 1.2238335609436035, Acc: 0.8309999704360962
Control Model (2): Loss: 1.2050894498825073, Acc: 0.8391000032424927
Control Model (3): Loss: 1.179672360420227, Acc: 0.8519999980926514
Control Model (4): Loss: 1.2041406631469727, Acc: 0.8408999443054199
