Model 0: Loss: 1.231721043586731, Acc: 0.8208999633789062
Model 1: Loss: 1.21685791015625, Acc: 0.8260999917984009
Model 2: Loss: 1.184180498123169, Acc: 0.8507999777793884

Average Model: Loss: 1.2109198172887166, Acc: 0.8325999776522318
Merged Model: Loss: 1.2484092712402344, Acc: 0.8102999925613403

Control Model (1): Loss: 1.2147160768508911, Acc: 0.8345999717712402
Control Model (2): Loss: 1.253833532333374, Acc: 0.8084999918937683
Control Model (3): Loss: 1.1956663131713867, Acc: 0.8427000045776367
Control Model (4): Loss: 1.1654537916183472, Acc: 0.8557999730110168
