Model 0: Loss: 1.3111947774887085, Acc: 0.7853999733924866
Model 1: Loss: 1.3332512378692627, Acc: 0.7725999355316162
Model 2: Loss: 1.3098406791687012, Acc: 0.7843000292778015
Model 3: Loss: 1.2930383682250977, Acc: 0.7914999723434448
Model 4: Loss: 1.2993814945220947, Acc: 0.7928999662399292
Model 5: Loss: 1.303703784942627, Acc: 0.7851999998092651

Average Model: Loss: 1.3084017237027485, Acc: 0.7853166460990906
Merged Model: Loss: 1.2792123556137085, Acc: 0.805400013923645

Control Model (1): Loss: 1.355191707611084, Acc: 0.7633999586105347
Control Model (2): Loss: 1.269177794456482, Acc: 0.8101999759674072
Control Model (3): Loss: 1.3569146394729614, Acc: 0.7585999965667725
Control Model (4): Loss: 1.3387680053710938, Acc: 0.7700999975204468
Control Model (5): Loss: 1.25982666015625, Acc: 0.808899998664856
Control Model (6): Loss: 1.3306655883789062, Acc: 0.7742999792098999
Control Model (7): Loss: 1.235266923904419, Acc: 0.8251999616622925
