Model 0: Loss: 1.2585397958755493, Acc: 0.8119999766349792
Model 1: Loss: 1.2592647075653076, Acc: 0.816100001335144
Model 2: Loss: 1.25432288646698, Acc: 0.8119999766349792
Model 3: Loss: 1.2792519330978394, Acc: 0.8011999726295471
Model 4: Loss: 1.235199213027954, Acc: 0.8257999420166016
Model 5: Loss: 1.265113353729248, Acc: 0.8098999857902527

Average Model: Loss: 1.2586153149604797, Acc: 0.812833309173584
Merged Model: Loss: 1.2317428588867188, Acc: 0.8208000063896179

Control Model (1): Loss: 1.242331624031067, Acc: 0.8219999670982361
Control Model (2): Loss: 1.249598741531372, Acc: 0.8115999698638916
Control Model (3): Loss: 1.2527518272399902, Acc: 0.8151000142097473
Control Model (4): Loss: 1.2329792976379395, Acc: 0.8286999464035034
Control Model (5): Loss: 1.2513598203659058, Acc: 0.8134000301361084
Control Model (6): Loss: 1.2077152729034424, Acc: 0.8384000062942505
Control Model (7): Loss: 1.2054193019866943, Acc: 0.84579998254776
