Model 0: Loss: 1.200667142868042, Acc: 0.8441999554634094
Model 1: Loss: 1.243271827697754, Acc: 0.8149999380111694
Model 2: Loss: 1.226629614830017, Acc: 0.829200029373169

Average Model: Loss: 1.2235228617986043, Acc: 0.8294666409492493
Merged Model: Loss: 1.220844030380249, Acc: 0.8313999772071838

Control Model (1): Loss: 1.2305552959442139, Acc: 0.8216999769210815
Control Model (2): Loss: 1.2011961936950684, Acc: 0.8356000185012817
Control Model (3): Loss: 1.1794389486312866, Acc: 0.8511999845504761
Control Model (4): Loss: 1.1897048950195312, Acc: 0.8464999794960022
