Model 0: Loss: 1.5439565181732178, Acc: 0.6378999948501587
Model 1: Loss: 1.6009857654571533, Acc: 0.59579998254776
Model 2: Loss: 1.5573045015335083, Acc: 0.621999979019165
Model 3: Loss: 1.6073625087738037, Acc: 0.5942000150680542
Model 4: Loss: 1.7382558584213257, Acc: 0.521399974822998
Model 5: Loss: 1.6803770065307617, Acc: 0.546299934387207
Model 6: Loss: 1.6074655055999756, Acc: 0.5796999931335449
Model 7: Loss: 1.6673531532287598, Acc: 0.5514999628067017
Model 8: Loss: 1.6145962476730347, Acc: 0.5808999538421631

Average Model: Loss: 1.6241841183768377, Acc: 0.5810777544975281
Merged Model: Loss: 1.6379276514053345, Acc: 0.5963000059127808

Control Model (1): Loss: 1.5998778343200684, Acc: 0.5963999629020691
Control Model (2): Loss: 1.4683912992477417, Acc: 0.6836999654769897
Control Model (3): Loss: 1.4751375913619995, Acc: 0.6876000165939331
Control Model (4): Loss: 1.4757229089736938, Acc: 0.7002999782562256
Control Model (5): Loss: 1.488046407699585, Acc: 0.7081999778747559
Control Model (6): Loss: 1.3285138607025146, Acc: 0.7719999551773071
Control Model (7): Loss: 1.3412035703659058, Acc: 0.7689999938011169
Control Model (8): Loss: 1.3714220523834229, Acc: 0.7521999478340149
Control Model (9): Loss: 1.4312593936920166, Acc: 0.7199999690055847
Control Model (10): Loss: 1.3375757932662964, Acc: 0.7768999934196472
