Model 0: Loss: 1.5469430685043335, Acc: 0.636900007724762
Model 1: Loss: 1.4630868434906006, Acc: 0.6869999766349792
Model 2: Loss: 1.4767894744873047, Acc: 0.682200014591217
Model 3: Loss: 1.5158019065856934, Acc: 0.6614999771118164
Model 4: Loss: 1.4378914833068848, Acc: 0.7041000127792358
Model 5: Loss: 1.4143983125686646, Acc: 0.7192000150680542

Average Model: Loss: 1.4758185148239136, Acc: 0.6818166673183441
Merged Model: Loss: 1.3674359321594238, Acc: 0.748199999332428

Control Model (1): Loss: 1.4512147903442383, Acc: 0.6977999210357666
Control Model (2): Loss: 1.4128789901733398, Acc: 0.7214999794960022
Control Model (3): Loss: 1.3757271766662598, Acc: 0.7448999881744385
Control Model (4): Loss: 1.3939802646636963, Acc: 0.7350000143051147
Control Model (5): Loss: 1.433090329170227, Acc: 0.7187999486923218
Control Model (6): Loss: 2.1341190338134766, Acc: 0.382099986076355
Control Model (7): Loss: 1.2623432874679565, Acc: 0.809999942779541
