Model 0: Loss: 1.3311830759048462, Acc: 0.7749999761581421
Model 1: Loss: 1.3735851049423218, Acc: 0.7497999668121338
Model 2: Loss: 1.368626594543457, Acc: 0.7529000043869019
Model 3: Loss: 1.3685721158981323, Acc: 0.7513999938964844
Model 4: Loss: 1.3311898708343506, Acc: 0.7752999663352966
Model 5: Loss: 1.3522874116897583, Acc: 0.7623000144958496
Model 6: Loss: 1.325811743736267, Acc: 0.7820999622344971
Model 7: Loss: 1.305537462234497, Acc: 0.7918999791145325
Model 8: Loss: 1.3253839015960693, Acc: 0.777899980545044

Average Model: Loss: 1.3424641423755221, Acc: 0.7687333159976535
Merged Model: Loss: 1.3170533180236816, Acc: 0.7811999917030334

Control Model (1): Loss: 1.335220217704773, Acc: 0.777899980545044
Control Model (2): Loss: 1.3178443908691406, Acc: 0.7827999591827393
Control Model (3): Loss: 1.274042010307312, Acc: 0.7994999885559082
Control Model (4): Loss: 1.4343634843826294, Acc: 0.7087999582290649
Control Model (5): Loss: 1.2642704248428345, Acc: 0.8071999549865723
Control Model (6): Loss: 1.2879340648651123, Acc: 0.7990999817848206
Control Model (7): Loss: 1.2659975290298462, Acc: 0.8085999488830566
Control Model (8): Loss: 1.2937073707580566, Acc: 0.7929999828338623
Control Model (9): Loss: 1.271988034248352, Acc: 0.8014999628067017
Control Model (10): Loss: 1.2740427255630493, Acc: 0.801099956035614
