Model 0: Loss: 1.4143691062927246, Acc: 0.731499969959259
Model 1: Loss: 1.3296475410461426, Acc: 0.7803999781608582
Model 2: Loss: 1.353508710861206, Acc: 0.763700008392334
Model 3: Loss: 1.3687782287597656, Acc: 0.75409996509552
Model 4: Loss: 1.3259408473968506, Acc: 0.777999997138977
Model 5: Loss: 1.3384532928466797, Acc: 0.7683999538421631
Model 6: Loss: 1.3418753147125244, Acc: 0.76910001039505
Model 7: Loss: 1.3376049995422363, Acc: 0.7775999903678894
Model 8: Loss: 1.3661327362060547, Acc: 0.7584999799728394

Average Model: Loss: 1.352923419740465, Acc: 0.7645888725916544
Merged Model: Loss: 1.292348861694336, Acc: 0.7950999736785889

Control Model (1): Loss: 1.3440206050872803, Acc: 0.7705000042915344
Control Model (2): Loss: 1.332107424736023, Acc: 0.7727999687194824
Control Model (3): Loss: 1.2638905048370361, Acc: 0.8151000142097473
Control Model (4): Loss: 1.348477840423584, Acc: 0.7634999752044678
Control Model (5): Loss: 1.2683194875717163, Acc: 0.8055999875068665
Control Model (6): Loss: 1.352306842803955, Acc: 0.7616000175476074
Control Model (7): Loss: 1.2504892349243164, Acc: 0.8138999938964844
Control Model (8): Loss: 1.2736475467681885, Acc: 0.809499979019165
Control Model (9): Loss: 1.2400158643722534, Acc: 0.8248000144958496
Control Model (10): Loss: 1.315441608428955, Acc: 0.7824000120162964
