Model 0: Loss: 1.373908281326294, Acc: 0.7509999871253967
Model 1: Loss: 1.356466293334961, Acc: 0.7635999917984009
Model 2: Loss: 1.3518825769424438, Acc: 0.7630999684333801
Model 3: Loss: 1.324352502822876, Acc: 0.7736999988555908
Model 4: Loss: 1.3428822755813599, Acc: 0.7724999785423279
Model 5: Loss: 1.3240811824798584, Acc: 0.7842000126838684
Model 6: Loss: 1.352149248123169, Acc: 0.761199951171875
Model 7: Loss: 1.3975830078125, Acc: 0.7405999898910522
Model 8: Loss: 1.3473644256591797, Acc: 0.7700999975204468

Average Model: Loss: 1.3522966437869601, Acc: 0.7644444306691488
Merged Model: Loss: 1.2995483875274658, Acc: 0.79339998960495

Control Model (1): Loss: 1.3443228006362915, Acc: 0.7683999538421631
Control Model (2): Loss: 1.4678142070770264, Acc: 0.7043999433517456
Control Model (3): Loss: 1.638929843902588, Acc: 0.6222000122070312
Control Model (4): Loss: 1.2765768766403198, Acc: 0.8057999610900879
Control Model (5): Loss: 1.3338496685028076, Acc: 0.7717999815940857
Control Model (6): Loss: 1.2468441724777222, Acc: 0.8239999413490295
Control Model (7): Loss: 1.3476500511169434, Acc: 0.76419997215271
Control Model (8): Loss: 1.259964942932129, Acc: 0.8147000074386597
Control Model (9): Loss: 1.5719561576843262, Acc: 0.6315999627113342
Control Model (10): Loss: 1.251197338104248, Acc: 0.8150999546051025
