Model 0: Loss: 1.4047949314117432, Acc: 0.7300000190734863
Model 1: Loss: 1.4087036848068237, Acc: 0.7259999513626099
Model 2: Loss: 1.3978960514068604, Acc: 0.7335999608039856
Model 3: Loss: 1.4403523206710815, Acc: 0.7195000052452087
Model 4: Loss: 1.425135612487793, Acc: 0.7291999459266663
Model 5: Loss: 1.5453624725341797, Acc: 0.675000011920929
Model 6: Loss: 1.4236485958099365, Acc: 0.7173999547958374
Model 7: Loss: 1.476897954940796, Acc: 0.692099928855896
Model 8: Loss: 1.4334028959274292, Acc: 0.7178000211715698
Model 9: Loss: 1.4236695766448975, Acc: 0.7170000076293945
Model 10: Loss: 1.4270141124725342, Acc: 0.7186999917030334
Model 11: Loss: 1.3948583602905273, Acc: 0.7353000044822693

Average Model: Loss: 1.4334780474503834, Acc: 0.7176333169142405
Merged Model: Loss: 1.346680998802185, Acc: 0.7687000036239624

Control Model (1): Loss: 1.4924113750457764, Acc: 0.6845999956130981
Control Model (2): Loss: 1.4320688247680664, Acc: 0.7229999899864197
Control Model (3): Loss: 1.5319488048553467, Acc: 0.679099977016449
Control Model (4): Loss: 2.017395257949829, Acc: 0.4585999846458435
Control Model (5): Loss: 1.3612977266311646, Acc: 0.758899986743927
Control Model (6): Loss: 1.7887849807739258, Acc: 0.5125999450683594
Control Model (7): Loss: 1.3086965084075928, Acc: 0.7994999885559082
Control Model (8): Loss: 1.3540546894073486, Acc: 0.7638000249862671
Control Model (9): Loss: 2.295457363128662, Acc: 0.28429996967315674
Control Model (10): Loss: 1.3056714534759521, Acc: 0.790899932384491
Control Model (11): Loss: 1.349238395690918, Acc: 0.7685999870300293
Control Model (12): Loss: 1.7088260650634766, Acc: 0.5269999504089355
Control Model (13): Loss: 1.2841835021972656, Acc: 0.8033999800682068
