,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.8548,0.8548,0.9042
1,0.8568,0.8515,0.9028
2,0.8587,0.8477,0.9023
3,0.8611,0.8438,0.9004
4,0.863,0.8394,0.8995
5,0.8646,0.8355,0.8978
6,0.8663,0.8315,0.8956
7,0.8672,0.8269,0.8915
8,0.8661,0.8243,0.8885
9,0.867,0.8218,0.8853
10,0.8666,0.8193,0.8822
11,0.8656,0.8163,0.8763
12,0.8637,0.8132,0.8708
13,0.8604,0.8116,0.8641
14,0.8572,0.8087,0.8556
15,0.8525,0.8053,0.8461
16,0.8473,0.802,0.8377
17,0.8401,0.7984,0.829
18,0.8309,0.7934,0.8187
19,0.8201,0.7871,0.806
20,0.809,0.7816,0.7926
21,0.7921,0.7744,0.7802
22,0.7744,0.7681,0.7673
23,0.7495,0.7597,0.7492
24,0.7203,0.7502,0.7315
25,0.688,0.7398,0.713
26,0.649,0.7264,0.6964
27,0.6085,0.7166,0.6782
28,0.5701,0.706,0.6566
29,0.5317,0.694,0.6282
30,0.503,0.6816,0.5984
31,0.4808,0.6668,0.5663
32,0.4586,0.6494,0.5234
33,0.4384,0.6321,0.4824
34,0.4209,0.6121,0.4448
35,0.4019,0.5903,0.4063
36,0.382,0.5725,0.3741
37,0.3561,0.5522,0.3405
38,0.3302,0.5295,0.3097
39,0.3034,0.5081,0.2795
40,0.2833,0.4879,0.2529
41,0.2647,0.4702,0.2295
42,0.249,0.4566,0.2157
43,0.2351,0.445,0.2056
44,0.2239,0.4332,0.1981
45,0.2131,0.4254,0.1905
46,0.2012,0.42,0.185
47,0.1933,0.4157,0.1807
48,0.1873,0.4123,0.1773
49,0.1822,0.4094,0.1738
50,0.179,0.4093,0.1731
51,0.1785,0.4101,0.1719
52,0.1784,0.4123,0.1721
53,0.1824,0.4156,0.1726
54,0.1881,0.4228,0.1756
55,0.1957,0.4282,0.1784
56,0.2068,0.4361,0.1822
57,0.2206,0.4486,0.1857
58,0.2361,0.4591,0.1915
59,0.254,0.475,0.2005
60,0.2745,0.4902,0.2074
61,0.3004,0.5053,0.2186
62,0.3289,0.519,0.2307
63,0.363,0.5356,0.2484
64,0.3973,0.5538,0.2716
65,0.4313,0.575,0.3
66,0.4609,0.5961,0.3389
67,0.4882,0.6179,0.3774
68,0.5135,0.6369,0.4195
69,0.5422,0.6586,0.4606
70,0.5725,0.679,0.507
71,0.6015,0.7009,0.5552
72,0.6267,0.718,0.5946
73,0.65,0.7366,0.6294
74,0.6757,0.7545,0.6545
75,0.6974,0.7715,0.675
76,0.7216,0.7867,0.6912
77,0.7427,0.8026,0.7072
78,0.7638,0.8171,0.7236
79,0.7859,0.8294,0.7372
80,0.8049,0.8377,0.7517
81,0.8211,0.8465,0.7664
82,0.8354,0.8547,0.7812
83,0.8483,0.8607,0.7978
84,0.8584,0.8674,0.8112
85,0.8675,0.8727,0.8241
86,0.8739,0.8778,0.8351
87,0.8808,0.882,0.8461
88,0.8871,0.8856,0.8543
89,0.8893,0.8896,0.8632
90,0.8946,0.8923,0.8697
91,0.8971,0.8948,0.875
92,0.8998,0.8969,0.8816
93,0.9027,0.8979,0.886
94,0.9035,0.9002,0.8895
95,0.904,0.9011,0.8929
96,0.9048,0.9028,0.896
97,0.9053,0.9032,0.8984
98,0.9062,0.9044,0.9004
99,0.9058,0.9043,0.9026
100,0.9042,0.9042,0.9042
