,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.9579,0.9579,0.9476
1,0.9579,0.958,0.9473
2,0.9578,0.9582,0.9473
3,0.9576,0.9581,0.9478
4,0.9575,0.9581,0.9477
5,0.9575,0.9578,0.9476
6,0.9572,0.958,0.9477
7,0.9571,0.9582,0.9476
8,0.957,0.9579,0.9478
9,0.9568,0.958,0.9477
10,0.9566,0.9582,0.948
11,0.9565,0.9583,0.9476
12,0.9565,0.9582,0.9474
13,0.9566,0.9577,0.947
14,0.956,0.9574,0.9467
15,0.9559,0.9576,0.9466
16,0.9557,0.957,0.9465
17,0.9554,0.9568,0.9464
18,0.9554,0.9563,0.9462
19,0.9552,0.9557,0.9456
20,0.9554,0.9556,0.9455
21,0.955,0.9551,0.9452
22,0.9547,0.9545,0.945
23,0.9544,0.9544,0.9445
24,0.9545,0.9544,0.9441
25,0.9542,0.954,0.9437
26,0.9545,0.9534,0.9436
27,0.9544,0.9532,0.9434
28,0.9545,0.9529,0.9432
29,0.9543,0.9525,0.9423
30,0.9537,0.9524,0.9425
31,0.9534,0.9521,0.9418
32,0.9527,0.9518,0.941
33,0.9528,0.9516,0.9402
34,0.9519,0.9512,0.9396
35,0.9517,0.9511,0.9389
36,0.9508,0.9506,0.9379
37,0.9503,0.9503,0.937
38,0.9491,0.9488,0.9359
39,0.9484,0.9488,0.9351
40,0.9476,0.9481,0.9348
41,0.9458,0.9477,0.9335
42,0.9443,0.9472,0.9315
43,0.9424,0.9473,0.9294
44,0.9421,0.9473,0.9271
45,0.9416,0.9464,0.9247
46,0.9408,0.9467,0.9235
47,0.9402,0.9465,0.9199
48,0.9408,0.9465,0.9162
49,0.9394,0.9467,0.9146
50,0.9388,0.9469,0.9133
51,0.9397,0.9472,0.9143
52,0.9393,0.9476,0.9148
53,0.9375,0.9471,0.9162
54,0.9379,0.9472,0.9187
55,0.9373,0.9469,0.9215
56,0.9367,0.9477,0.9253
57,0.9357,0.9482,0.9281
58,0.9354,0.9485,0.9308
59,0.9351,0.9487,0.933
60,0.9361,0.9492,0.9347
61,0.9363,0.9497,0.9362
62,0.9368,0.9504,0.937
63,0.9374,0.9515,0.9384
64,0.9382,0.9517,0.9391
65,0.939,0.9525,0.9397
66,0.9402,0.9526,0.941
67,0.9404,0.9523,0.9424
68,0.9411,0.952,0.943
69,0.9424,0.9523,0.9443
70,0.9428,0.9522,0.9448
71,0.9431,0.9523,0.9452
72,0.9434,0.9526,0.9457
73,0.9435,0.9526,0.9466
74,0.9439,0.9524,0.9469
75,0.9443,0.9519,0.9475
76,0.9446,0.952,0.9479
77,0.945,0.9515,0.9482
78,0.9456,0.9513,0.948
79,0.9459,0.9511,0.9486
80,0.9463,0.9508,0.9488
81,0.9466,0.9508,0.9489
82,0.9465,0.9509,0.9489
83,0.9467,0.9506,0.9489
84,0.947,0.951,0.9489
85,0.9472,0.9511,0.949
86,0.9473,0.9508,0.9491
87,0.9477,0.9507,0.9493
88,0.9477,0.951,0.9494
89,0.9477,0.9507,0.9495
90,0.9476,0.9504,0.9496
91,0.9476,0.9503,0.9496
92,0.9478,0.9501,0.9495
93,0.9474,0.9494,0.9495
94,0.9474,0.9495,0.9493
95,0.9476,0.9493,0.9488
96,0.9475,0.9488,0.9487
97,0.9478,0.9487,0.9482
98,0.9476,0.9484,0.9481
99,0.9475,0.9484,0.9482
100,0.9476,0.9476,0.9476
