,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,1.5012632749332027,1.5012632749332027,1.5092284774627929
1,1.5016661794802633,1.501299778874309,1.5096210248934956
2,1.5020962595558776,1.5013447752394997,1.510037174240088
3,1.5025528890256303,1.5013976607459802,1.5104800748368041
4,1.5030383644774319,1.5014582045923788,1.5109512581231115
5,1.5035514424022394,1.50152524782065,1.5114511243832378
6,1.5040940762327883,1.5016005054449502,1.511980327173544
7,1.5046688299209545,1.501686914279438,1.512541688669223
8,1.5052753652627475,1.5017827577865162,1.513134470762917
9,1.505916742090219,1.501886345327091,1.5137622878193475
10,1.5065950806529378,1.5020011975742376,1.514429210473935
11,1.5073139979816472,1.5021268845366214,1.5151389311677732
12,1.5080782567350248,1.502263592454953,1.5158945813346594
13,1.5088916316199987,1.5024136426730659,1.5166965707803306
14,1.5097537665321423,1.5025758655688253,1.5175462702211862
15,1.5106689274882357,1.502752051185876,1.5184481349616006
16,1.5116395356175236,1.5029389724944726,1.5194039900843708
17,1.5126693960957633,1.503139936124174,1.520417467473795
18,1.5137613459517019,1.5033564857019783,1.5214961245417975
19,1.5149184549197603,1.5035882418909774,1.5226394985430538
20,1.5161436152534362,1.5038386960379995,1.5238524005055047
21,1.5174448817682724,1.504105905374399,1.525140261116881
22,1.5188262786347264,1.5043899715898899,1.5265090846406004
23,1.5202919237149028,1.5046925293370939,1.527963728569567
24,1.5218472187511456,1.5050116845974908,1.5295099244711878
25,1.5235009970375524,1.505350330386299,1.53115650487784
26,1.525260151765598,1.5057077270727188,1.532906037550003
27,1.527127361906984,1.5060859811953462,1.5347653383645006
28,1.5291120133841762,1.506486390726254,1.536744495931144
29,1.5312192759955654,1.506908553857773,1.538853077081065
30,1.5334635344557106,1.5073512845907728,1.5410973884807988
31,1.5358463620987182,1.5078146221538702,1.543488328068401
32,1.5383719156344478,1.5082980215359039,1.5460333473766192
33,1.541056347350343,1.5087983532073779,1.5487391685906309
34,1.5439076347472949,1.5093173973095684,1.5516105307557713
35,1.5469318654971382,1.5098523609935286,1.5546589038623408
36,1.550134318705184,1.5103997685277044,1.5578925739081142
37,1.553517193078233,1.5109578462454458,1.561303043898683
38,1.5570718328031108,1.5115226994688138,1.5648946388841818
39,1.560795066836543,1.5120917040699968,1.568671312575904
40,1.5646654980632062,1.512659232075603,1.5726182864496883
41,1.568651088129598,1.513216191968217,1.576711480609906
42,1.5726785697876073,1.5137550171952658,1.5809103661832717
43,1.5766709951547007,1.5142623357498608,1.5851774150951983
44,1.580535691767074,1.514725122588892,1.5894496379949796
45,1.584164174600912,1.5151207378497138,1.5936183963720791
46,1.587465068783623,1.5154415292861743,1.5975478499080427
47,1.5903493044094537,1.515682060116777,1.6010443078824126
48,1.5927917679277852,1.5158241968185375,1.6039109641370681
49,1.594793555454705,1.5158620733803454,1.6059504267506706
50,1.5963366854305086,1.5157924224012576,1.6069546233350858
51,1.5973478167201764,1.51561594656862,1.6067995571861633
52,1.5977283895206147,1.5153392046785201,1.605541072714443
53,1.5973422538739044,1.5149783478758205,1.6033284191887218
54,1.5961529161221684,1.5145567423238542,1.6003391403740588
55,1.5941608683369792,1.514089582446284,1.5967382523960199
56,1.5914790207585587,1.5135952973137268,1.5927196444033054
57,1.5882783118909158,1.513086206235063,1.5884519990640706
58,1.5847112519291644,1.5125777946112635,1.58406740179458
59,1.580925832541225,1.5120805894224028,1.5796688996945707
60,1.57703933814844,1.5116051995335296,1.5753447655290842
61,1.5731475993086355,1.5111498908874708,1.5711501836776733
62,1.5693110627488207,1.5107247204826282,1.5671242795432339
63,1.5655786979693573,1.5103343732821675,1.5632856425385886
64,1.561990338392532,1.5099789643059143,1.5596432857239209
65,1.558560529455971,1.5096591116902165,1.5561957313610724
66,1.5552996294186139,1.5093742631875668,1.552947831610902
67,1.5522157669829104,1.5091228009031985,1.54989729026636
68,1.549303912887939,1.5088951111601565,1.5470289182358277
69,1.5465611196554507,1.5086935472945435,1.5443342390913553
70,1.5439812253458431,1.5085151043181984,1.5418085846276328
71,1.5415540274720603,1.5083591355302464,1.5394401131346584
72,1.5392735716633903,1.5082253145333677,1.5372222581991373
73,1.5371284522949316,1.5081097774993117,1.5351452816027802
74,1.5351124030713457,1.5080091679058136,1.5331969988612701
75,1.5332156633035825,1.5079239820139096,1.5313676157698464
76,1.5314255792873737,1.5078525070946056,1.5296547546173438
77,1.5297396080181622,1.507797910001712,1.5280467233718775
78,1.5281483239640061,1.5077584631526812,1.526540557035623
79,1.5266509071325722,1.5077336683821754,1.5251302540111846
80,1.5252426424727272,1.5077231444489843,1.5238083840939944
81,1.5239199011470563,1.5077216518572725,1.522569522309227
82,1.5226757621612792,1.5077268860210626,1.5214068862957695
83,1.5215059423599,1.507740259932253,1.5203144725519246
84,1.5204053618275701,1.5077615408851697,1.519288244338843
85,1.5193701597829214,1.5077904641818696,1.5183227416425467
86,1.518399024542909,1.5078285795431168,1.5174167388544295
87,1.5174843754631262,1.5078742340349922,1.5165708335443808
88,1.5166249282824726,1.5079307582812569,1.5157799366564035
89,1.5158192239249477,1.5079974027487417,1.5150376695413559
90,1.5150612074727068,1.5080702556207919,1.5143458827996787
91,1.514349712350498,1.5081483422757718,1.5136998827084185
92,1.5136813096725903,1.5082309691669842,1.5130959623537885
93,1.5130519634618547,1.5083188507884455,1.5125318689468188
94,1.512461894617294,1.5084120735954554,1.512006078665249
95,1.5119097023345411,1.5085129204649514,1.5115176351687398
96,1.5113900884652671,1.5086189177089606,1.5110618736797248
97,1.510901111764268,1.5087289577855851,1.5106374345267544
98,1.5104404676455658,1.5088462494432735,1.5102445279447416
99,1.5100082185702584,1.5089699974456154,1.509880086865288
100,1.5092284774627929,1.509228480890536,1.509228480890536
