,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,2.1943824352166903,2.1943824352166903,2.191869577279868
1,2.1954222715700777,2.1947870985768474,2.1927885643590375
2,2.196487985860806,2.1952213212704885,2.1937392633943893
3,2.1975793792797735,2.195686259589637,2.1947230668113638
4,2.1986961722754823,2.196183001271452,2.19573985501981
5,2.199839539421252,2.1967155331620773,2.1967910158748443
6,2.2010101936876585,2.1972878283966844,2.197875787655766
7,2.202210541350392,2.1979017470972226,2.1989958537653234
8,2.203444522028914,2.1985597221996076,2.2001536951278347
9,2.20471620178832,2.1992621566540898,2.201351959484454
10,2.206026707213527,2.200010856500449,2.202591080254259
11,2.207378522275736,2.200808093189812,2.2038734759004734
12,2.208780448657636,2.2016545949271693,2.2052011512719787
13,2.210233368431798,2.202547289692937,2.2065770846967117
14,2.2117425031936206,2.203487066415171,2.2080040206543554
15,2.2133113004909917,2.2044700243221684,2.2094820772116175
16,2.2149456689913816,2.2054951594660457,2.2110115948576516
17,2.2166475267075123,2.206560158501037,2.212594739164407
18,2.2184322687764517,2.207661016299702,2.2142345349247843
19,2.2203145796498553,2.208795526157172,2.21593208891896
20,2.2223140903936027,2.209963616471702,2.2176889192562896
21,2.2244431027969993,2.2111624254586215,2.2195082739138376
22,2.22672051210373,2.2123842155590605,2.221390872717665
23,2.229169140989407,2.213628810815537,2.2233371985986974
24,2.2318042756650396,2.2148840572125614,2.225355414155954
25,2.234633037457451,2.2161436751246835,2.2274478334969223
26,2.23764038619142,2.217402069713361,2.229617515691934
27,2.2407965606774765,2.2186478837229573,2.231863839938618
28,2.244041772696157,2.219877250659199,2.2341820233926986
29,2.247278615689506,2.2210848872273115,2.236566775903915
30,2.2504030294692554,2.222265541363067,2.239017117137726
31,2.253361733195881,2.223411310975925,2.241521349349342
32,2.2561369818239547,2.224520255201541,2.2440751429183035
33,2.2587440707051334,2.2255862353327935,2.246668155200946
34,2.2611904517530252,2.226607538259829,2.2492848661380074
35,2.263490090354944,2.2275754643705326,2.251911532002897
36,2.2656549599985727,2.2284899100708886,2.2545279649119028
37,2.2676893453628493,2.2293512394633916,2.257124273921735
38,2.269604623508149,2.2301596071773444,2.259685306122509
39,2.271394515570741,2.230917134604896,2.262201638267444
40,2.2730588989135936,2.231615963835305,2.2646646301586406
41,2.2745992253763605,2.232254400040014,2.2670386233649698
42,2.27602856151593,2.2328403049383683,2.269282996844941
43,2.2773377811565947,2.2333754670505708,2.271393522286948
44,2.2785099939035534,2.2338569537519266,2.273374569682648
45,2.2795450436040614,2.2342857362363286,2.2751934238896965
46,2.280434833167079,2.234644382525557,2.2768087021459027
47,2.281173717480498,2.234936128409145,2.278174266266747
48,2.2817542591034035,2.2351550949267307,2.279215582643454
49,2.282164023707088,2.235300112075318,2.2798939688137163
50,2.2823832926277916,2.2353731329067825,2.280208627255961
51,2.282396330239293,2.2353675175017824,2.280192803270139
52,2.282186635386068,2.2352869708698018,2.2799197058327283
53,2.281743359641907,2.235133835301993,2.2794607173139676
54,2.281065879919278,2.2349137703831583,2.278813324035547
55,2.2801576231996092,2.2346207638518116,2.277976460350207
56,2.2790278885692072,2.234264459092015,2.276943689718033
57,2.2776848241543997,2.2338475434543987,2.2757031087296458
58,2.2761415604966135,2.2333569488586327,2.2742731715924442
59,2.2744185459880404,2.2328042031857915,2.2726815996078638
60,2.2725241846931628,2.2321924988073283,2.27093615775672
61,2.270482834916526,2.2315118084319483,2.2690609217451785
62,2.268304354085709,2.230765006031853,2.2670701974497054
63,2.266004531147381,2.229949915371002,2.2649747936870344
64,2.2636129231498647,2.2290699314385556,2.2627816611585527
65,2.261142623310272,2.228125980486885,2.260492224281969
66,2.2586078978955935,2.2271178454255907,2.2581206198317556
67,2.256018536540266,2.226050914666904,2.255676028065788
68,2.2533846792702477,2.2249337301467556,2.25317218509345
69,2.2507252723645097,2.2237583501651264,2.250623542279862
70,2.2480626319544004,2.222536731451845,2.248054921055754
71,2.245420605991595,2.2212750005265014,2.245479124422652
72,2.2428130395115375,2.219972866411788,2.24290231546274
73,2.240246512257634,2.218645228364597,2.2403341642203043
74,2.237732507931158,2.2172991612467903,2.2377831059903763
75,2.2352762618384805,2.215941726970977,2.235258610484699
76,2.232883635420388,2.2145824241942873,2.2327667935587727
77,2.230550453685724,2.21322619343718,2.2303204544055197
78,2.2282767943299997,2.2118832196671363,2.22792512159378
79,2.226067190353101,2.210561841440658,2.2255980359098784
80,2.2239181005154935,2.2092656982592502,2.223353282331278
81,2.2218262836955986,2.208002693736896,2.2211940989326746
82,2.2197906178788256,2.206773751079084,2.2191182889115697
83,2.217805008537853,2.205581447948663,2.217121780109101
84,2.215865366755964,2.2044290513657154,2.2152033629127965
85,2.2139725647033592,2.203316715959543,2.2133608245240235
86,2.2121330038808025,2.202247749121425,2.2115895870013738
87,2.2103515684414217,2.2012230222598435,2.209886643071525
88,2.208630804055796,2.2002424173080883,2.2082490418284846
89,2.2069735024302912,2.199306262567782,2.2066757450469385
90,2.205379331454682,2.1984181206066387,2.205161987402188
91,2.203849431424857,2.1975781521477256,2.2037057922290155
92,2.2023802976638747,2.196786677875458,2.202305987239265
93,2.2009736676566516,2.196044096169761,2.200959577347143
94,2.1996280430985715,2.1953499637091882,2.1996658450117508
95,2.1983447463367694,2.1947045516663084,2.1984224220434316
96,2.197121380236202,2.1941084023862603,2.1972272875971686
97,2.195958675287021,2.193558763772154,2.196076647542155
98,2.1948546578708927,2.193060620524251,2.194968719451953
99,2.1938064806758404,2.192612647248533,2.1938994890584733
100,2.191869577279868,2.191869577279868,2.191869577279868
