,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.9664,0.9664,0.9678
1,0.9665,0.9665,0.9677
2,0.9666,0.9666,0.9675
3,0.9666,0.9665,0.9673
4,0.9663,0.9665,0.9672
5,0.9664,0.9667,0.9673
6,0.9664,0.9667,0.9673
7,0.9664,0.9668,0.9672
8,0.9667,0.9668,0.9672
9,0.9668,0.9668,0.9672
10,0.9666,0.9666,0.967
11,0.9669,0.9664,0.967
12,0.9671,0.9664,0.967
13,0.967,0.9665,0.9667
14,0.9667,0.9662,0.9666
15,0.9664,0.9659,0.9665
16,0.966,0.9659,0.9662
17,0.9661,0.9659,0.9662
18,0.9661,0.9656,0.9655
19,0.966,0.965,0.965
20,0.9661,0.9643,0.9647
21,0.966,0.9643,0.9645
22,0.9656,0.9644,0.9643
23,0.9653,0.9641,0.964
24,0.965,0.9637,0.9634
25,0.9643,0.9631,0.9626
26,0.9635,0.9632,0.9622
27,0.9627,0.962,0.962
28,0.962,0.9612,0.9615
29,0.9619,0.9607,0.9609
30,0.9606,0.9604,0.9602
31,0.9596,0.9604,0.9591
32,0.9573,0.9601,0.9585
33,0.9557,0.9594,0.957
34,0.9542,0.9584,0.9557
35,0.9523,0.9574,0.9537
36,0.9504,0.9564,0.9522
37,0.9478,0.9552,0.9489
38,0.9444,0.9541,0.9467
39,0.9414,0.9525,0.9433
40,0.9372,0.9503,0.9408
41,0.9318,0.9481,0.9376
42,0.9267,0.9468,0.9328
43,0.9202,0.9447,0.9281
44,0.9124,0.9423,0.9229
45,0.9026,0.9392,0.9184
46,0.8926,0.9366,0.9141
47,0.8832,0.9334,0.9108
48,0.8749,0.9313,0.9085
49,0.867,0.93,0.9081
50,0.8627,0.9292,0.9094
51,0.8644,0.9288,0.9114
52,0.865,0.9302,0.9163
53,0.8701,0.9321,0.9198
54,0.8781,0.9332,0.9232
55,0.8887,0.9343,0.9277
56,0.8987,0.9365,0.9314
57,0.9072,0.9378,0.9343
58,0.9148,0.9394,0.9384
59,0.9229,0.9414,0.9412
60,0.9297,0.9428,0.9441
61,0.9352,0.9444,0.9476
62,0.9397,0.9473,0.9495
63,0.9423,0.9491,0.9513
64,0.9452,0.9506,0.9529
65,0.9489,0.9519,0.9554
66,0.9521,0.9534,0.9574
67,0.9535,0.9547,0.959
68,0.9548,0.9556,0.9598
69,0.9557,0.9574,0.9611
70,0.9574,0.9585,0.9619
71,0.9588,0.96,0.9626
72,0.9593,0.9611,0.9632
73,0.96,0.9618,0.9642
74,0.9608,0.9622,0.9646
75,0.9612,0.9627,0.965
76,0.9618,0.9632,0.9655
77,0.9623,0.9636,0.9656
78,0.9629,0.964,0.9656
79,0.9634,0.9643,0.9659
80,0.9636,0.9645,0.966
81,0.9641,0.9648,0.9664
82,0.9644,0.9653,0.9663
83,0.9647,0.9655,0.9662
84,0.9649,0.9661,0.9667
85,0.9653,0.9659,0.9669
86,0.9656,0.9661,0.9668
87,0.9661,0.9662,0.967
88,0.9662,0.9665,0.9672
89,0.9666,0.9665,0.9672
90,0.9667,0.9668,0.9675
91,0.9668,0.967,0.9676
92,0.9668,0.967,0.9675
93,0.9673,0.967,0.9673
94,0.9674,0.9669,0.9674
95,0.9672,0.967,0.9674
96,0.9676,0.9671,0.9677
97,0.9676,0.9673,0.9676
98,0.9675,0.9674,0.9678
99,0.9675,0.9672,0.9674
100,0.9678,0.9678,0.9678
