,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.7899,0.7899,0.8123
1,0.7887,0.7872,0.8059
2,0.7876,0.7847,0.8003
3,0.7864,0.781,0.7965
4,0.7849,0.7786,0.7914
5,0.7821,0.7745,0.7862
6,0.7809,0.7714,0.7813
7,0.7784,0.7668,0.7777
8,0.7747,0.7632,0.7731
9,0.7725,0.7586,0.7688
10,0.7675,0.7537,0.7642
11,0.764,0.747,0.7593
12,0.76,0.7411,0.7543
13,0.756,0.7351,0.7484
14,0.7516,0.7269,0.7438
15,0.7462,0.7178,0.7386
16,0.7403,0.7081,0.731
17,0.7336,0.6975,0.7207
18,0.7273,0.6863,0.7074
19,0.7184,0.6753,0.6934
20,0.7103,0.6612,0.6776
21,0.7036,0.6492,0.6595
22,0.6959,0.6363,0.6443
23,0.6871,0.6236,0.6321
24,0.6771,0.6105,0.6188
25,0.6657,0.5949,0.6041
26,0.6514,0.5774,0.5893
27,0.6369,0.5589,0.5731
28,0.6199,0.5395,0.5544
29,0.607,0.5238,0.5368
30,0.5919,0.5054,0.5226
31,0.5754,0.4898,0.5107
32,0.5606,0.4741,0.4985
33,0.5472,0.4591,0.4884
34,0.5301,0.4444,0.4801
35,0.5167,0.427,0.4718
36,0.501,0.4152,0.4647
37,0.489,0.4034,0.4571
38,0.4759,0.3936,0.4513
39,0.4617,0.3859,0.4437
40,0.4444,0.3791,0.4359
41,0.4257,0.3743,0.4299
42,0.4028,0.3707,0.4216
43,0.3796,0.3679,0.4152
44,0.3635,0.368,0.407
45,0.3517,0.3669,0.3979
46,0.3442,0.3675,0.3894
47,0.3412,0.3708,0.3792
48,0.3421,0.374,0.3694
49,0.3434,0.3781,0.3612
50,0.346,0.3809,0.353
51,0.3463,0.3864,0.3508
52,0.3457,0.3906,0.348
53,0.3466,0.3955,0.348
54,0.3486,0.4013,0.3535
55,0.346,0.4069,0.3554
56,0.3401,0.417,0.3598
57,0.3336,0.4242,0.3663
58,0.3332,0.432,0.3717
59,0.3379,0.4403,0.3786
60,0.3429,0.4494,0.3889
61,0.3483,0.4617,0.4026
62,0.3539,0.4758,0.4157
63,0.3594,0.4979,0.4341
64,0.3648,0.5178,0.4502
65,0.3695,0.5376,0.4723
66,0.3762,0.5545,0.4997
67,0.3843,0.5702,0.5281
68,0.3939,0.5863,0.5543
69,0.405,0.601,0.5809
70,0.4205,0.6163,0.6045
71,0.4396,0.6297,0.6329
72,0.4584,0.6434,0.6599
73,0.478,0.6579,0.6824
74,0.4927,0.6733,0.7039
75,0.5069,0.6865,0.722
76,0.5182,0.7024,0.7416
77,0.5283,0.7182,0.7572
78,0.5399,0.7374,0.7736
79,0.5527,0.7538,0.7887
80,0.5665,0.7662,0.7989
81,0.5838,0.7802,0.8103
82,0.6008,0.7877,0.8198
83,0.6141,0.794,0.829
84,0.6271,0.7995,0.8347
85,0.6411,0.804,0.8415
86,0.6532,0.8079,0.8479
87,0.665,0.8096,0.8503
88,0.6755,0.8117,0.8514
89,0.6852,0.8135,0.852
90,0.6941,0.8162,0.8521
91,0.7039,0.8162,0.8511
92,0.715,0.8168,0.8494
93,0.7243,0.8168,0.846
94,0.7361,0.8171,0.8429
95,0.7476,0.8162,0.8412
96,0.7592,0.8159,0.838
97,0.771,0.8154,0.8346
98,0.7799,0.8143,0.8296
99,0.7912,0.8147,0.8232
100,0.8123,0.8123,0.8123
