,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.9072,0.9072,0.909
1,0.9072,0.9082,0.9089
2,0.9075,0.9089,0.9088
3,0.908,0.9095,0.9086
4,0.9079,0.9102,0.9083
5,0.9084,0.9103,0.9085
6,0.9088,0.9108,0.9082
7,0.909,0.9124,0.9078
8,0.909,0.9123,0.9075
9,0.9088,0.9131,0.9075
10,0.9088,0.9136,0.9076
11,0.909,0.9141,0.9075
12,0.9087,0.9152,0.9076
13,0.9088,0.9158,0.9074
14,0.9087,0.9167,0.9074
15,0.9089,0.9169,0.9078
16,0.9092,0.9176,0.9075
17,0.9095,0.9181,0.9073
18,0.9096,0.918,0.9071
19,0.9102,0.918,0.9064
20,0.9101,0.9177,0.9065
21,0.9102,0.918,0.9065
22,0.9101,0.9181,0.9059
23,0.9104,0.9182,0.9056
24,0.9106,0.9188,0.9049
25,0.9101,0.9197,0.9044
26,0.91,0.9206,0.9041
27,0.9099,0.9207,0.904
28,0.9101,0.9212,0.9039
29,0.9102,0.9214,0.9038
30,0.9104,0.9217,0.9037
31,0.9104,0.922,0.9038
32,0.9108,0.9226,0.9034
33,0.9109,0.9225,0.9028
34,0.9114,0.9222,0.903
35,0.9115,0.9222,0.9032
36,0.9118,0.923,0.904
37,0.9126,0.9232,0.9044
38,0.9129,0.9229,0.9042
39,0.9135,0.9235,0.904
40,0.9147,0.9233,0.9037
41,0.9157,0.9233,0.9038
42,0.9175,0.9233,0.9042
43,0.919,0.9238,0.9039
44,0.9204,0.9235,0.905
45,0.9222,0.9238,0.9057
46,0.9233,0.9241,0.9065
47,0.9248,0.9238,0.9076
48,0.9259,0.9241,0.9083
49,0.927,0.924,0.9089
50,0.9277,0.924,0.9092
51,0.9269,0.9244,0.9088
52,0.9245,0.9245,0.9097
53,0.9229,0.9238,0.9095
54,0.9183,0.9237,0.909
55,0.9158,0.9239,0.909
56,0.9134,0.9237,0.909
57,0.9114,0.9236,0.9091
58,0.9083,0.9232,0.9086
59,0.9057,0.9228,0.9076
60,0.9049,0.9232,0.9077
61,0.9034,0.9226,0.9073
62,0.903,0.922,0.9075
63,0.9024,0.9226,0.9072
64,0.9023,0.9219,0.9074
65,0.9018,0.9216,0.9078
66,0.9011,0.9216,0.9076
67,0.9015,0.9211,0.9083
68,0.9012,0.9209,0.9079
69,0.9014,0.9201,0.9078
70,0.902,0.9197,0.908
71,0.9023,0.9194,0.9077
72,0.903,0.9186,0.9073
73,0.9038,0.919,0.9075
74,0.9039,0.9186,0.9069
75,0.9042,0.9183,0.9074
76,0.9042,0.9175,0.9073
77,0.905,0.9177,0.9077
78,0.9052,0.9175,0.9079
79,0.9051,0.9168,0.9082
80,0.9055,0.9167,0.908
81,0.9062,0.9166,0.9085
82,0.9062,0.9162,0.9086
83,0.9065,0.9158,0.9082
84,0.9066,0.9153,0.9082
85,0.9072,0.9146,0.9081
86,0.9077,0.914,0.9082
87,0.9076,0.9136,0.9086
88,0.9079,0.913,0.9083
89,0.9083,0.913,0.9085
90,0.908,0.9128,0.9085
91,0.9079,0.9128,0.9083
92,0.9077,0.9124,0.9083
93,0.9078,0.912,0.9083
94,0.9081,0.9116,0.9082
95,0.9084,0.9119,0.9087
96,0.9086,0.9113,0.9088
97,0.909,0.9107,0.9091
98,0.9091,0.9099,0.9092
99,0.9092,0.9095,0.9095
100,0.909,0.909,0.909
