,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.8151,0.8151,0.8882
1,0.8107,0.8112,0.8887
2,0.8048,0.8037,0.8901
3,0.7977,0.7985,0.8905
4,0.7936,0.7936,0.8911
5,0.7892,0.7883,0.8908
6,0.7814,0.7838,0.8915
7,0.7754,0.7768,0.892
8,0.7687,0.771,0.8925
9,0.7605,0.7652,0.8926
10,0.7527,0.7593,0.892
11,0.7446,0.7546,0.8908
12,0.7382,0.7488,0.8909
13,0.7313,0.7436,0.89
14,0.7228,0.7376,0.8883
15,0.7163,0.7317,0.8882
16,0.7097,0.7285,0.887
17,0.7021,0.7232,0.8847
18,0.6933,0.7182,0.8832
19,0.6853,0.7127,0.8802
20,0.6778,0.707,0.8771
21,0.6684,0.6994,0.8747
22,0.6582,0.6926,0.8708
23,0.6455,0.6851,0.8671
24,0.6336,0.6759,0.8616
25,0.6175,0.6632,0.855
26,0.5979,0.65,0.8465
27,0.5775,0.6366,0.8373
28,0.5523,0.6191,0.8265
29,0.5219,0.6017,0.8129
30,0.4823,0.5823,0.7983
31,0.435,0.5673,0.7834
32,0.3891,0.5509,0.7656
33,0.3599,0.5345,0.7427
34,0.3322,0.5208,0.7165
35,0.3119,0.5079,0.6899
36,0.2961,0.4973,0.662
37,0.2813,0.4889,0.6361
38,0.2688,0.4826,0.6083
39,0.2585,0.4771,0.5807
40,0.2513,0.4721,0.5562
41,0.243,0.4673,0.5327
42,0.236,0.462,0.5096
43,0.2319,0.4587,0.4899
44,0.2293,0.4555,0.4649
45,0.2291,0.4531,0.4204
46,0.2288,0.45,0.3764
47,0.2296,0.4488,0.3539
48,0.2298,0.4484,0.3457
49,0.23,0.4485,0.3445
50,0.2327,0.449,0.3504
51,0.2364,0.4503,0.3584
52,0.2424,0.453,0.3678
53,0.2498,0.4556,0.3805
54,0.2563,0.4599,0.3916
55,0.2675,0.4634,0.4043
56,0.2771,0.4683,0.4168
57,0.2858,0.4734,0.4314
58,0.3014,0.4799,0.4496
59,0.3224,0.4902,0.4693
60,0.3463,0.4993,0.4867
61,0.3744,0.5098,0.5056
62,0.4135,0.5204,0.5249
63,0.4499,0.5319,0.5454
64,0.4849,0.5439,0.5651
65,0.5109,0.5565,0.5848
66,0.5384,0.5711,0.6036
67,0.566,0.5882,0.6202
68,0.5907,0.6072,0.6376
69,0.615,0.6234,0.6523
70,0.6398,0.6433,0.6689
71,0.6648,0.6615,0.687
72,0.6888,0.677,0.7022
73,0.7114,0.6927,0.7157
74,0.7356,0.7095,0.7303
75,0.7554,0.7254,0.7472
76,0.7726,0.7409,0.7647
77,0.7877,0.755,0.7822
78,0.8021,0.7659,0.7991
79,0.8149,0.7793,0.8142
80,0.8251,0.7914,0.8276
81,0.8355,0.8006,0.8389
82,0.8446,0.8084,0.8477
83,0.8529,0.8171,0.8555
84,0.8585,0.8258,0.8622
85,0.8624,0.8325,0.866
86,0.8677,0.8397,0.8695
87,0.8714,0.8469,0.8723
88,0.8744,0.8535,0.8769
89,0.8775,0.8589,0.88
90,0.8801,0.8642,0.8817
91,0.8836,0.8681,0.884
92,0.8854,0.8738,0.8848
93,0.8877,0.8769,0.8863
94,0.8886,0.8801,0.8873
95,0.8898,0.8833,0.8873
96,0.8902,0.8853,0.8872
97,0.8904,0.8865,0.8869
98,0.8906,0.8883,0.8873
99,0.8906,0.8889,0.8882
100,0.8882,0.8882,0.8882
