,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,0.938,0.938,0.9362
1,0.938,0.9381,0.9363
2,0.9382,0.9385,0.9361
3,0.9385,0.9384,0.9362
4,0.9382,0.9385,0.9362
5,0.9383,0.9386,0.9363
6,0.9387,0.9386,0.9367
7,0.9389,0.9387,0.9368
8,0.9389,0.9393,0.9367
9,0.9389,0.9397,0.9369
10,0.9386,0.9401,0.9371
11,0.9386,0.9403,0.9369
12,0.9386,0.9404,0.9366
13,0.9385,0.941,0.9366
14,0.9383,0.9409,0.9366
15,0.938,0.941,0.9366
16,0.9377,0.9418,0.9365
17,0.9375,0.9417,0.9365
18,0.9374,0.9418,0.9368
19,0.9373,0.9415,0.9364
20,0.9374,0.9421,0.9364
21,0.9373,0.9424,0.9366
22,0.9377,0.9423,0.9365
23,0.9374,0.9434,0.9364
24,0.9373,0.9437,0.936
25,0.9372,0.9439,0.9361
26,0.9367,0.944,0.9354
27,0.9368,0.9442,0.9354
28,0.9366,0.9445,0.9354
29,0.9364,0.9449,0.9344
30,0.9364,0.945,0.9335
31,0.9362,0.9453,0.9329
32,0.9364,0.9455,0.9322
33,0.9361,0.9458,0.9319
34,0.9363,0.9458,0.9314
35,0.9363,0.9457,0.9303
36,0.9363,0.9462,0.9296
37,0.9358,0.9461,0.9291
38,0.9363,0.9462,0.9282
39,0.9363,0.9462,0.9274
40,0.9369,0.9465,0.926
41,0.9379,0.9462,0.9248
42,0.9388,0.9466,0.9234
43,0.9395,0.9469,0.9217
44,0.9407,0.9468,0.9207
45,0.9426,0.9467,0.9191
46,0.9445,0.9468,0.9176
47,0.9454,0.9468,0.9167
48,0.9457,0.9469,0.9157
49,0.9457,0.947,0.9158
50,0.9437,0.9473,0.9156
51,0.943,0.9472,0.9171
52,0.9411,0.9475,0.9182
53,0.9384,0.9479,0.92
54,0.9359,0.9482,0.921
55,0.9337,0.948,0.9224
56,0.9312,0.948,0.9234
57,0.9301,0.9478,0.9246
58,0.9294,0.9475,0.9248
59,0.9283,0.9473,0.9256
60,0.9281,0.9476,0.927
61,0.9284,0.9478,0.9282
62,0.929,0.9477,0.9302
63,0.9299,0.9476,0.9309
64,0.93,0.9476,0.9315
65,0.9302,0.9478,0.9319
66,0.9308,0.9478,0.9323
67,0.9316,0.9479,0.9326
68,0.9322,0.948,0.9328
69,0.9329,0.9476,0.9335
70,0.9332,0.9474,0.9344
71,0.9337,0.9474,0.9345
72,0.9338,0.9476,0.9351
73,0.9338,0.9475,0.9355
74,0.9342,0.9471,0.936
75,0.9343,0.9472,0.9361
76,0.9347,0.9468,0.9368
77,0.9347,0.9466,0.937
78,0.935,0.9459,0.9371
79,0.9351,0.9453,0.9368
80,0.9357,0.9457,0.9369
81,0.936,0.9452,0.937
82,0.9356,0.9451,0.937
83,0.9359,0.9442,0.937
84,0.9361,0.9436,0.9365
85,0.9358,0.9436,0.9367
86,0.9357,0.9433,0.9366
87,0.9358,0.9429,0.9368
88,0.9364,0.9431,0.9369
89,0.9363,0.9427,0.937
90,0.9364,0.9422,0.937
91,0.9363,0.942,0.9367
92,0.9366,0.9413,0.9368
93,0.9369,0.9408,0.937
94,0.9368,0.9404,0.9367
95,0.9368,0.9402,0.9365
96,0.9365,0.9398,0.9369
97,0.9365,0.9396,0.9372
98,0.9362,0.9389,0.9369
99,0.9362,0.9381,0.9365
100,0.9362,0.9362,0.9362
