,a-b-orig,a-b-rebasin,b-orig-b-rebasin
0,1.7340573133371127,1.7340573133371127,1.7371692181395266
1,1.7372272882979518,1.734258177943123,1.7399726001599345
2,1.7404588434262016,1.7344652433364918,1.7428284784475454
3,1.7437526086648814,1.7346689880084687,1.7457358387712472
4,1.7471005825188974,1.7348782711516555,1.7486924957543517
5,1.7505029059065798,1.7350981795368865,1.7517029610685646
6,1.7539747961032124,1.735330435795525,1.7547649948741681
7,1.7575219366877985,1.7355738596413464,1.757886221995369
8,1.7611413276233612,1.735830984938259,1.7610645286572246
9,1.7648267380345743,1.7361010530124457,1.7643018119251386
10,1.7685888891402906,1.7363792368398308,1.7675986274743614
11,1.7724148812004552,1.73666151682028,1.7709512596313184
12,1.7762862223024947,1.7369492484357791,1.774366652241911
13,1.780225235052383,1.7372365816713522,1.7778373370155358
14,1.7842268250620783,1.7375239514695189,1.781364753604316
15,1.7882838195886095,1.7378077213756573,1.7849487374765804
16,1.7924063628473983,1.7380976029478323,1.7885893785153715
17,1.7965812565038761,1.738388331934286,1.7922858312107122
18,1.800795712790931,1.7386730467549527,1.7960321263383372
19,1.8050513183727812,1.7389516815209922,1.7998335441461386
20,1.8093376860451014,1.739213602611432,1.8036914088855536
21,1.8136421381094205,1.7394721827948818,1.8076053328407458
22,1.8179702983496668,1.7397438927580373,1.8115727962396395
23,1.8223283134710293,1.7400220072688386,1.81558878810261
24,1.826709342459901,1.7402984996954092,1.8196542057366416
25,1.8311156434372973,1.7405690244211556,1.8237620051295613
26,1.8355453162909317,1.740832148268581,1.8279051872107168
27,1.839961219519472,1.741084624403201,1.8320806353998642
28,1.8443469837450752,1.7413253966992654,1.8362748379143663
29,1.8486934039539422,1.741557803016882,1.8404753048199054
30,1.8529825549537,1.7417747966778545,1.8446569857886805
31,1.857202328051241,1.7419837111482224,1.8487949900733778
32,1.8613274421173924,1.742194766815478,1.8528691267434019
33,1.8653243886777007,1.7424000791086556,1.8568491432994318
34,1.8691560193753471,1.7425935832075417,1.8607030649916432
35,1.8727681366399453,1.7427702182398055,1.8643777983638044
36,1.8760829440321023,1.7429317734873713,1.8678146391250074
37,1.8790420648008108,1.7430791264524856,1.8709486201167487
38,1.8815641307983155,1.743219788462971,1.8737113807148065
39,1.8835581160201051,1.7433574112078634,1.8760321037457013
40,1.8849485602241736,1.7434871649970642,1.8778273998358
41,1.885660579410224,1.7436093000558237,1.8789875945344139
42,1.8856263168322773,1.743724855752037,1.8793717272365436
43,1.8848290275841857,1.7438342967353309,1.8788248810905237
44,1.8833043978998836,1.743940898023855,1.8774231965549457
45,1.881154120920565,1.744046801195358,1.875356595737104
46,1.8785418470065816,1.7441456531183408,1.87289931979804
47,1.8757171497558252,1.74424518678135,1.8703698098849946
48,1.8729828957932444,1.7443430492291436,1.868150211370791
49,1.8706682779537602,1.7444338246275441,1.8666251326521364
50,1.8690617785286219,1.7445017765886106,1.86610775786086
51,1.8683491160694403,1.7445525772655353,1.8667438022625713
52,1.8685908835535994,1.7445806181088042,1.8684416049585555
53,1.8696848283560512,1.7445794561038763,1.8709844202279282
54,1.8713997937619877,1.7445555239820634,1.8740432262420654
55,1.8734512169140216,1.7445243852207075,1.8772193536209985
56,1.875531251818989,1.7444879822075938,1.8801691604498476
57,1.877344945749155,1.7444429047191485,1.8826520096379729
58,1.8786585102446924,1.7443863759025597,1.8844734468399145
59,1.8793028966306498,1.7443183119685506,1.8854917870542873
60,1.879189201056386,1.7442402093174358,1.885727554845353
61,1.8783145796376677,1.744151977685313,1.8852370143317567
62,1.8767569845857712,1.7440509087742326,1.8840727958435448
63,1.8746192508612196,1.7439413973317741,1.8822989524743807
64,1.8719863864941337,1.7438326015259131,1.8799848328002344
65,1.868946874103607,1.7437220042505965,1.8772095049532076
66,1.8655780230086452,1.7436085390968445,1.874046510781724
67,1.8619497248920769,1.7434900545845398,1.8705458983826562
68,1.8581232997936943,1.743367024884818,1.866790320926581
69,1.8541501379622438,1.7432386875152588,1.8628055230497171
70,1.8500697837470057,1.743104315794314,1.8586384351261127
71,1.8459167804200047,1.7429607942843208,1.8543406416432926
72,1.8417198082890374,1.7428141276295575,1.8499680121485798
73,1.8375000607091398,1.7426672495972997,1.8455252129429827
74,1.8332804155806763,1.74251700704471,1.8410533556161217
75,1.8290730768118422,1.7423644427674265,1.8365610068598495
76,1.8248902300295358,1.7422106738288563,1.8320349770993851
77,1.82074246657923,1.7420517011953238,1.827525577986964
78,1.8166335386970935,1.7418830139568438,1.8230635243863724
79,1.8125690377939243,1.74170432227869,1.8186384012904793
80,1.8085557047170573,1.7415126025105436,1.814258961631848
81,1.8045986052900076,1.7413053523999054,1.8099157421733625
82,1.800696924852487,1.741091553776409,1.8056581138421932
83,1.7968492881177713,1.7408746659946137,1.8014924130119836
84,1.7930590264713422,1.740658470997795,1.7974049161417416
85,1.7893270593100843,1.7404416643392544,1.7933686788851462
86,1.7856483109081134,1.7402241687043407,1.7893978677237758
87,1.7820263864895025,1.740006101778902,1.785495819375157
