Model 0: Loss: 1.6958181858062744, Acc: 0.5397999882698059
Model 1: Loss: 1.5689053535461426, Acc: 0.6179999709129333
Model 2: Loss: 1.6957619190216064, Acc: 0.5472999811172485
Model 3: Loss: 1.7092480659484863, Acc: 0.5322999954223633
Model 4: Loss: 1.6729316711425781, Acc: 0.5379999876022339
Model 5: Loss: 1.5929851531982422, Acc: 0.604200005531311
Model 6: Loss: 1.6906741857528687, Acc: 0.5525999665260315
Model 7: Loss: 1.6816816329956055, Acc: 0.5491999387741089
Model 8: Loss: 1.627056360244751, Acc: 0.5864999890327454
Merged Model: Loss: 1.5111135244369507, Acc: 0.6661999821662903
Control Model (1): Loss: 1.6593202352523804, Acc: 0.5548999905586243
Control Model (2): Loss: 1.5655282735824585, Acc: 0.6491000056266785
Control Model (3): Loss: 1.4271265268325806, Acc: 0.7185999751091003
Control Model (4): Loss: 1.4330343008041382, Acc: 0.7203999757766724
Control Model (5): Loss: 1.476269006729126, Acc: 0.70579993724823
Control Model (6): Loss: 1.3336341381072998, Acc: 0.7735999822616577
Control Model (7): Loss: 1.3708739280700684, Acc: 0.7574999928474426
Control Model (8): Loss: 1.5107091665267944, Acc: 0.6921999454498291
Control Model (9): Loss: 1.3694658279418945, Acc: 0.7554999589920044
