Model 0: Loss: 1.3565841913223267, Acc: 0.7599999904632568
Model 1: Loss: 1.3382463455200195, Acc: 0.7727999687194824
Model 2: Loss: 1.3924853801727295, Acc: 0.7473000288009644
Model 3: Loss: 1.3496326208114624, Acc: 0.7662000060081482
Model 4: Loss: 1.3734651803970337, Acc: 0.7548999786376953
Model 5: Loss: 1.3316584825515747, Acc: 0.7760000228881836
Model 6: Loss: 1.3495535850524902, Acc: 0.7662999629974365
Model 7: Loss: 1.3219966888427734, Acc: 0.7849999666213989
Model 8: Loss: 1.3545866012573242, Acc: 0.7601999640464783
Merged Model: Loss: 1.315381646156311, Acc: 0.7842999696731567
Control Model (1): Loss: 1.3951137065887451, Acc: 0.7426999807357788
Control Model (2): Loss: 1.4659149646759033, Acc: 0.7067999839782715
Control Model (3): Loss: 1.4973626136779785, Acc: 0.6863999366760254
Control Model (4): Loss: 1.3652487993240356, Acc: 0.7574999332427979
Control Model (5): Loss: 1.2777174711227417, Acc: 0.8022000193595886
Control Model (6): Loss: 1.3390412330627441, Acc: 0.7712999582290649
Control Model (7): Loss: 1.2929270267486572, Acc: 0.7950000166893005
Control Model (8): Loss: 1.4235639572143555, Acc: 0.7245999574661255
Control Model (9): Loss: 1.253206729888916, Acc: 0.8138999342918396
