Model 0: Loss: 1.2636950016021729, Acc: 0.8108999729156494
Model 1: Loss: 1.3297858238220215, Acc: 0.7735999822616577
Model 2: Loss: 1.318376064300537, Acc: 0.7827999591827393
Model 3: Loss: 1.2727235555648804, Acc: 0.8079999685287476
Model 4: Loss: 1.2949004173278809, Acc: 0.7999999523162842
Model 5: Loss: 1.2796046733856201, Acc: 0.8075000047683716
Merged Model: Loss: 1.2270679473876953, Acc: 0.8259999752044678
Control Model (1): Loss: 1.2902932167053223, Acc: 0.7944999933242798
Control Model (2): Loss: 1.2516964673995972, Acc: 0.8119999766349792
Control Model (3): Loss: 1.2190845012664795, Acc: 0.8345999717712402
Control Model (4): Loss: 1.2672244310379028, Acc: 0.8047999739646912
Control Model (5): Loss: 1.2207058668136597, Acc: 0.8341999650001526
Control Model (6): Loss: 1.251924753189087, Acc: 0.817799985408783
