,hidden_features,weight_decay,num_models,loss_avg,acc_avg,loss_merged,acc_merged
0,2,0.0,3,2.3007227211587598,0.12123333333333335,2.3056801736545256,0.098
1,4,0.0,3,2.1875920884779343,0.25479999999999997,2.318931055526002,0.0391
2,6,0.0,3,2.1700549201843455,0.27296666666666664,2.3176740724057816,0.0937
3,8,0.0,3,2.0732165795926467,0.4045,2.2930981594914446,0.1455
4,10,0.0,3,2.0102000145104744,0.6372333333333333,2.289986914339157,0.1117
5,12,0.0,3,1.9663122508980342,0.6325666666666666,2.2125999851348683,0.2547
6,14,0.0,3,1.9328580946206284,0.6978333333333334,2.221619629631408,0.2249
7,16,0.0,3,1.8998086416937163,0.7488,2.160797452012571,0.29
8,18,0.0,3,1.8802199135192286,0.8363999999999999,2.1997228201966696,0.2183
9,20,0.0,3,1.8533671596687569,0.8321333333333333,2.236882428391673,0.2141
10,22,0.0,3,1.8378549475258532,0.8309666666666667,2.1990717081977915,0.3066
11,24,0.0,3,1.8105262696933442,0.8635,2.131782089940275,0.3613
12,26,0.0,3,1.7993461137381603,0.8596666666666667,2.2480732739543,0.1178
13,28,0.0,3,1.787744430434336,0.8578,2.1679606125377617,0.2784
14,30,0.0,3,1.7672995276852284,0.8639999999999999,2.171566670695052,0.3037
15,32,0.0,3,1.7512796653853184,0.8768666666666666,2.097313812365547,0.3674
16,34,0.0,3,1.7309131760693715,0.8832333333333334,2.116106943581432,0.3996
17,36,0.0,3,1.7222537685887882,0.9007999999999999,2.184564983501983,0.2855
18,38,0.0,3,1.707940509778877,0.9053999999999999,2.131365805769119,0.3425
19,40,0.0,3,1.6924394541782057,0.9067333333333334,2.1899312228059618,0.3166
20,42,0.0,3,1.688569564027146,0.9045333333333333,2.2072956013603333,0.2748
21,44,0.0,3,1.6738381220763738,0.9112,2.1452002357751034,0.3594
22,46,0.0,3,1.6610158821518304,0.9196666666666666,2.1792636877431657,0.364
23,48,0.0,3,1.6590172114590613,0.9199333333333334,2.16692220745757,0.2223
24,50,0.0,3,1.6506354565056747,0.9067999999999999,2.0807922076874266,0.4065
25,52,0.0,3,1.6435423255347594,0.9184,2.179957418015209,0.3259
26,54,0.0,3,1.6351005844414805,0.9251999999999999,2.0637086599398726,0.4498
27,56,0.0,3,1.6249968570134383,0.9266,2.094998921830052,0.4123
28,58,0.0,3,1.628888164211513,0.9237333333333333,2.127203768434616,0.3719
29,60,0.0,3,1.6200119357266491,0.9236666666666666,2.083492658770503,0.4825
30,62,0.0,3,1.6092089059126897,0.9289333333333333,2.04523796547716,0.6037
31,64,0.0,3,1.6050041253828267,0.9306666666666668,2.0899562668114804,0.4445
32,66,0.0,3,1.602993667062225,0.9290333333333334,2.1127774502141787,0.4567
33,68,0.0,3,1.6010213265149866,0.9254000000000001,2.096301484031799,0.3987
34,70,0.0,3,1.5911443423920162,0.9335,2.055172760265704,0.5033
35,72,0.0,3,1.5884407780294856,0.9330333333333334,2.116475556224299,0.4726
36,74,0.0,3,1.5901184475586945,0.9330666666666666,2.062081190724723,0.5642
37,76,0.0,3,1.5803783761299712,0.9372000000000001,2.1316088000044657,0.4205
38,78,0.0,3,1.5798353219565493,0.9347333333333334,2.0375231447311255,0.5283
39,80,0.0,3,1.5785522639941865,0.9355333333333333,2.0099212685332133,0.6321
40,82,0.0,3,1.5727437612728572,0.9387333333333334,2.0782777063381936,0.5229
41,84,0.0,3,1.5700011130212088,0.9378333333333333,2.0346621324459964,0.5207
42,86,0.0,3,1.5672423670721003,0.9389666666666666,1.981738956972433,0.5931
43,88,0.0,3,1.5666285821804984,0.9379333333333334,2.034048474634798,0.592
44,90,0.0,3,1.5657681282589866,0.9393333333333332,2.027741290129031,0.6506
45,92,0.0,3,1.5619562326020962,0.9411999999999999,2.040730838196727,0.6356
46,94,0.0,3,1.5593243946536532,0.9398,2.0032781400619606,0.5714
47,96,0.0,3,1.5576190435594388,0.9416333333333333,2.0887970170273946,0.4089
48,98,0.0,3,1.5555875556537517,0.9408333333333333,2.053384982358914,0.5301
49,100,0.0,3,1.5523751611018968,0.9428333333333333,2.034907292253293,0.5509
