weight_decay,num_permutations
0.0,129183.66666666667
0.02,46170.0
0.04,37517.666666666664
0.06,30128.333333333332
0.08,30790.0
0.1,25380.0
0.12,26651.333333333332
0.14,21335.666666666668
0.16,19286.333333333332
0.18,20813.0
0.2,17048.333333333332
