,hidden_features,weight_decay,num_models,loss_avg,acc_avg,loss_merged,acc_merged
0,784,0.0,3,1.4893634283758452,0.9689333333333333,1.837362393022726,0.8753
1,784,0.0001,3,1.4917298248146798,0.9667,1.8228396379147855,0.8427
2,784,0.001,3,1.4920585246893545,0.9675333333333334,1.816197437600206,0.889
3,784,0.01,3,1.5043856756120952,0.9573,1.5134805817954458,0.9511
4,784,0.1,3,1.5499716369996566,0.9429333333333333,1.5507965293555215,0.9563
