,hidden_features,weight_decay,num_models,loss_avg,acc_avg,loss_merged,acc_merged
0,784,0.0,3,1.489932562723454,0.9689666666666666,1.8361575645379746,0.807
1,784,0.1,3,1.5553973597078656,0.9373333333333332,1.5511545156137632,0.956
2,784,0.2,3,1.581208675814132,0.9412666666666666,1.5898538843130532,0.9497
3,784,0.3,3,1.6144842616539286,0.9316666666666666,1.6216162641208394,0.9476
4,784,0.4,3,1.6389751483838018,0.9304,1.642987413147387,0.9536
5,784,0.5,3,1.657724697622882,0.9334333333333333,1.6706231040314745,0.947
6,784,0.6,3,1.6824226470801016,0.9248333333333333,1.696789960129954,0.9381
7,784,0.7,3,1.7073115710887157,0.9165666666666666,1.7156071125889738,0.939
8,784,0.8,3,1.7243481169874295,0.9155666666666665,1.7331006964936424,0.9409
9,784,0.9,3,1.7372819057033972,0.9210666666666668,1.7527815133999711,0.9384
