weight_decay,hidden_features,loss_avg,acc_avg,loss_merged,acc_merged
0.0,100,1.507758718329116,0.9575999999999999,1.915855453798946,0.7015
0.0,400,1.486421321400692,0.9713666666666668,1.8339893059989514,0.7741
0.0,800,1.4840881555352095,0.9726666666666667,1.7696940346647756,0.8385
0.0,1200,1.4838001696319498,0.9728666666666667,1.68063843631135,0.8972
0.0,1600,1.4858030588609088,0.9681000000000001,1.6339676505841387,0.8779
0.0,2000,1.4833473505430455,0.9714,1.5632997077113142,0.9216
0.02,100,1.5722944900250664,0.9598666666666666,1.6951151473072772,0.8839
0.02,400,1.5225707270974675,0.9578000000000001,1.5310643648568052,0.9588
0.02,800,1.5087581339735572,0.9596666666666667,1.5114738826934522,0.9624
0.02,1200,1.5084849185963913,0.9535666666666667,1.5010607615827372,0.9667
0.02,1600,1.5080144228899695,0.9509666666666666,1.4972831003201275,0.9673
0.02,2000,1.5039236714410833,0.9556999999999999,1.4973773472606184,0.9648
0.04,100,1.6172713457712857,0.9609333333333333,1.6918632351933196,0.9444
0.04,400,1.5404635829031783,0.9571333333333333,1.554013204650757,0.9583
0.04,800,1.52299229570598,0.9554333333333332,1.522730605289959,0.9661
0.04,1200,1.5150414120021087,0.9562333333333334,1.5131924064776388,0.9649
0.04,1600,1.5141931826822042,0.9530666666666666,1.507492992062919,0.967
0.04,2000,1.5095432336591939,0.9559333333333333,1.5075700945747545,0.9624
0.06,100,1.6576904234921717,0.9604666666666667,1.7154328366057179,0.9456
0.06,400,1.5542494273160339,0.9608666666666666,1.5667964559012708,0.9671
0.06,800,1.5367979155307887,0.9516,1.5362998601346731,0.9636
0.06,1200,1.5300096055062307,0.9460000000000001,1.5223512893286757,0.9661
0.06,1600,1.5218040441679623,0.9508666666666667,1.51622464405462,0.9638
0.06,2000,1.512943797979873,0.9580333333333333,1.5109079276410917,0.968
0.08,100,1.6943590482329915,0.9575,1.744906056422395,0.9525
0.08,400,1.5720056833677525,0.9558,1.5849211646345096,0.9637
0.08,800,1.5389217616904913,0.9590666666666667,1.545588873064937,0.9643
0.08,1200,1.5321060632364436,0.9519000000000001,1.5311770717176005,0.9658
0.08,1600,1.5266388165938078,0.9494666666666666,1.5223452964910684,0.9656
0.08,2000,1.5241565871924259,0.9494333333333334,1.5207405139843877,0.9626
0.1,100,1.728739755222211,0.9523,1.7710932813132534,0.9501
0.1,400,1.5840980860625848,0.9573666666666667,1.6010594847864998,0.962
0.1,800,1.5554864717621646,0.9475333333333333,1.558608103864871,0.9615
0.1,1200,1.5333054617951853,0.9583666666666666,1.5385448365165784,0.963
0.1,1600,1.5276791960540546,0.9563999999999999,1.5280069870689807,0.9656
0.1,2000,1.5234904615515974,0.9559000000000001,1.5234790720497837,0.9654
0.12,100,1.7574771661727953,0.9516333333333334,1.7954005022018482,0.9563
0.12,400,1.5982173269929978,0.9558,1.616246222307126,0.9607
0.12,800,1.560181177843112,0.9532666666666666,1.5688078144487863,0.9594
0.12,1200,1.545871801269702,0.9512,1.545549418598699,0.9649
0.12,1600,1.5370231882070964,0.9508000000000001,1.535757173745396,0.9637
0.12,2000,1.534895099263095,0.9438,1.5313519323214937,0.9617
0.14,100,1.782345413019101,0.9549666666666666,1.820789641846483,0.9549
0.14,400,1.610525007953786,0.9557333333333333,1.6303573896328862,0.9605
0.14,800,1.5694310307121888,0.9513000000000001,1.5748968935622194,0.9628
0.14,1200,1.548454474336423,0.9551333333333334,1.5531093483915726,0.9635
0.14,1600,1.5411058699868867,0.951,1.5412338701680826,0.962
0.14,2000,1.5367170682730384,0.9471666666666666,1.5381544028608183,0.96
0.16,100,1.807907453614175,0.9490333333333334,1.8410963463707093,0.9576
0.16,400,1.6206882530634903,0.9569000000000001,1.6401665633478866,0.9643
0.16,800,1.5705587516069663,0.9592333333333333,1.580783923974814,0.9651
0.16,1200,1.551091323137537,0.9571,1.5583865063639875,0.9651
0.16,1600,1.5436725363817712,0.9527666666666667,1.5471847011639288,0.964
0.16,2000,1.539186835415955,0.9487333333333333,1.544059644872769,0.9571
0.18,100,1.829329504753454,0.9506,1.8603159973796564,0.9589
0.18,400,1.635355238843396,0.9519666666666667,1.6516724543068737,0.9609
0.18,800,1.5794119635582986,0.9573666666666666,1.5906127775058199,0.9634
0.18,1200,1.5580687543200735,0.9551666666666666,1.5653378872063974,0.9632
0.18,1600,1.5528130799182815,0.9474,1.5564751960218144,0.9556
0.18,2000,1.5509403565694224,0.9412666666666666,1.5473573904829665,0.9616
0.2,100,1.8489453937298954,0.951,1.8842366282551433,0.9356
0.2,400,1.6496767223325655,0.9473666666666668,1.6663124595587246,0.9581
0.2,800,1.5883804785684783,0.9533999999999999,1.5997449449076058,0.9615
0.2,1200,1.5707768879759427,0.9445,1.573647636575059,0.9607
0.2,1600,1.5551002659101965,0.9491999999999999,1.5597016377190052,0.9595
0.2,2000,1.5445160030429992,0.9517000000000001,1.5490548797308827,0.9641
