,a-b-rebasin,a-b-orig,b-orig-b-rebasin
0,0.934499979019165,0.934499979019165,0.9336000084877014
1,0.9342999458312988,0.9351999759674072,0.9340000152587891
2,0.9350999593734741,0.9347000122070312,0.9329000115394592
3,0.934499979019165,0.9329999685287476,0.9332999587059021
4,0.9339999556541443,0.9341999292373657,0.9327999353408813
5,0.9341999888420105,0.9336999654769897,0.9329999685287476
6,0.9329999685287476,0.9340000152587891,0.9325000047683716
7,0.9336999654769897,0.9332999587059021,0.9316999912261963
8,0.9334999918937683,0.9322999715805054,0.9319999814033508
9,0.9329999685287476,0.9327999949455261,0.9320999383926392
10,0.9329999685287476,0.9319999814033508,0.9311000108718872
11,0.9325000047683716,0.9312000274658203,0.9316999912261963
12,0.9316999912261963,0.9300999641418457,0.9312999248504639
13,0.9319999814033508,0.9302999973297119,0.9307999610900879
14,0.9305999875068665,0.9282000064849854,0.9305999279022217
15,0.9300999641418457,0.9280999898910522,0.9301999807357788
16,0.9284999370574951,0.9263999462127686,0.9293999671936035
17,0.9276999831199646,0.926800012588501,0.9289000034332275
18,0.9274999499320984,0.9259999394416809,0.9282999634742737
19,0.9257000088691711,0.9254000186920166,0.9284999370574951
20,0.924299955368042,0.9226999878883362,0.9270999431610107
21,0.9233999252319336,0.9204999804496765,0.9259999990463257
22,0.9215999841690063,0.9194999933242798,0.9256999492645264
23,0.9200000166893005,0.9175999760627747,0.9253000020980835
24,0.9179999828338623,0.9144999980926514,0.9235999584197998
25,0.9172999858856201,0.9138000011444092,0.9225999712944031
26,0.9147999882698059,0.9114999771118164,0.9215999841690063
27,0.914199948310852,0.909500002861023,0.920799970626831
28,0.9112999439239502,0.906000018119812,0.9197999835014343
29,0.9092999696731567,0.902999997138977,0.919700026512146
30,0.905299961566925,0.8969999551773071,0.9162999987602234
31,0.9023000001907349,0.8942999839782715,0.9151999950408936
32,0.8988999724388123,0.88919997215271,0.9140999913215637
33,0.8947999477386475,0.8830000162124634,0.9114999771118164
34,0.890999972820282,0.8758000135421753,0.9114999771118164
35,0.8862000107765198,0.865399956703186,0.9098999500274658
36,0.8784999847412109,0.856499969959259,0.9092999696731567
