,a-b-rebasin,a-b-orig,b-orig-b-rebasin
0,1.034334659576416,1.034334659576416,1.0300679206848145
1,1.0343756675720215,1.0341938734054565,1.0304752588272095
2,1.0345730781555176,1.0346554517745972,1.0303305387496948
3,1.0358688831329346,1.0356565713882446,1.030407190322876
4,1.036353349685669,1.0371203422546387,1.030219316482544
5,1.0382702350616455,1.0381660461425781,1.030757188796997
6,1.0393184423446655,1.0397133827209473,1.0309545993804932
7,1.0418031215667725,1.041929006576538,1.0312814712524414
8,1.0434530973434448,1.0435779094696045,1.0319082736968994
9,1.0458002090454102,1.046080470085144,1.032624363899231
10,1.0485087633132935,1.0489366054534912,1.0332192182540894
11,1.051459550857544,1.0524652004241943,1.0339326858520508
12,1.054610013961792,1.0554957389831543,1.0344905853271484
13,1.0583734512329102,1.0600066184997559,1.0357024669647217
14,1.062225341796875,1.063913345336914,1.036994218826294
15,1.0668525695800781,1.068955898284912,1.0382038354873657
16,1.0713951587677002,1.0743610858917236,1.0399949550628662
17,1.0762403011322021,1.0810256004333496,1.0413203239440918
18,1.0824673175811768,1.087490200996399,1.0434558391571045
19,1.0876384973526,1.0950756072998047,1.045401692390442
20,1.094101905822754,1.101925015449524,1.0479730367660522
21,1.101556658744812,1.1122490167617798,1.0507516860961914
22,1.1087257862091064,1.1222904920578003,1.0541245937347412
23,1.1166917085647583,1.1338109970092773,1.0577337741851807
24,1.1254053115844727,1.145110845565796,1.0613961219787598
25,1.1335954666137695,1.1585767269134521,1.0667566061019897
26,1.1431134939193726,1.1711891889572144,1.0716472864151
27,1.1537811756134033,1.1900075674057007,1.077742338180542
28,1.1648638248443604,1.2064121961593628,1.0843825340270996
29,1.174869418144226,1.2261664867401123,1.0914812088012695
30,1.1872763633728027,1.2481591701507568,1.101272463798523
31,1.1991239786148071,1.2725390195846558,1.1105198860168457
32,1.2121772766113281,1.2993886470794678,1.1224474906921387
33,1.225562334060669,1.326734185218811,1.1355335712432861
34,1.2394590377807617,1.358778476715088,1.1504578590393066
35,1.2517225742340088,1.3921222686767578,1.1667550802230835
36,1.267545461654663,1.4313111305236816,1.1864428520202637
37,1.2805979251861572,1.471264362335205,1.2084839344024658
38,1.2960669994354248,1.5162955522537231,1.2334307432174683
39,1.309248924255371,1.5636662244796753,1.2603979110717773
40,1.322896122932434,1.6110889911651611,1.2910934686660767
41,1.3364739418029785,1.6641788482666016,1.3246599435806274
42,1.3496878147125244,1.7148832082748413,1.361283302307129
43,1.3615509271621704,1.769045352935791,1.3985607624053955
44,1.3704183101654053,1.819442629814148,1.4338840246200562
45,1.3809814453125,1.8666080236434937,1.4711447954177856
46,1.388623595237732,1.9109207391738892,1.503880500793457
47,1.3961224555969238,1.9465208053588867,1.5338791608810425
48,1.4010511636734009,1.9756629467010498,1.554805040359497
49,1.4047447443008423,1.9933799505233765,1.5709214210510254
50,1.406427264213562,2.0015156269073486,1.5809160470962524
51,1.4075756072998047,1.9975645542144775,1.5782926082611084
52,1.4068245887756348,1.9825010299682617,1.5704281330108643
53,1.4045677185058594,1.9557572603225708,1.5527994632720947
54,1.3985168933868408,1.9226553440093994,1.5282996892929077
55,1.3938403129577637,1.8810327053070068,1.4981364011764526
56,1.3874820470809937,1.8339767456054688,1.4636582136154175
57,1.3770725727081299,1.7846271991729736,1.4269813299179077
58,1.368605136871338,1.7320265769958496,1.3897274732589722
59,1.3571230173110962,1.6814457178115845,1.3518331050872803
60,1.3462504148483276,1.629267692565918,1.3187164068222046
61,1.3328888416290283,1.5838418006896973,1.284677267074585
62,1.3184516429901123,1.5378918647766113,1.2550468444824219
63,1.305729866027832,1.4935357570648193,1.228698492050171
64,1.290492057800293,1.4538179636001587,1.204420804977417
65,1.2770342826843262,1.4163039922714233,1.1833101511001587
66,1.2611615657806396,1.381986141204834,1.1638150215148926
67,1.2485123872756958,1.3508172035217285,1.147519826889038
68,1.235459804534912,1.3223843574523926,1.1324912309646606
69,1.221634864807129,1.29489266872406,1.1201798915863037
70,1.208638310432434,1.2701433897018433,1.109192132949829
71,1.1953718662261963,1.2482175827026367,1.099461555480957
72,1.1824078559875488,1.226412057876587,1.091705322265625
73,1.1713669300079346,1.207632064819336,1.0833449363708496
74,1.1603145599365234,1.1900184154510498,1.0768320560455322
75,1.149806022644043,1.1764229536056519,1.0706915855407715
76,1.1407727003097534,1.1617082357406616,1.0652384757995605
77,1.1315827369689941,1.148440957069397,1.0616281032562256
78,1.1211206912994385,1.1363496780395508,1.0570366382598877
79,1.1136560440063477,1.1245450973510742,1.0535509586334229
80,1.1053624153137207,1.1152777671813965,1.050428032875061
81,1.098778247833252,1.1055147647857666,1.0473885536193848
82,1.0902116298675537,1.096305251121521,1.045654535293579
83,1.0839875936508179,1.090132236480713,1.0433070659637451
84,1.0787233114242554,1.083067536354065,1.0413546562194824
85,1.0727324485778809,1.0761511325836182,1.039745807647705
86,1.0682682991027832,1.0705821514129639,1.0382636785507202
87,1.0634164810180664,1.064894199371338,1.0372676849365234
88,1.058750033378601,1.0605891942977905,1.0357038974761963
89,1.054548978805542,1.055607795715332,1.0347570180892944
90,1.0513341426849365,1.051984429359436,1.0338804721832275
91,1.047886610031128,1.048567771911621,1.0332121849060059
92,1.0449308156967163,1.0446932315826416,1.0328941345214844
93,1.0423357486724854,1.0425448417663574,1.0320277214050293
94,1.0402584075927734,1.0400254726409912,1.0319721698760986
95,1.0376248359680176,1.0375862121582031,1.0311397314071655
96,1.0355901718139648,1.0363273620605469,1.0307409763336182
97,1.0347329378128052,1.034702181816101,1.0303833484649658
98,1.0333096981048584,1.0327155590057373,1.0304522514343262
99,1.0318634510040283,1.0320918560028076,1.0303499698638916
100,1.030279517173767,1.0300679206848145,1.030279517173767
