distribution,ksize,sample_num,eigvec_angle
dirac,830,1,89.89157104492188
orthogonal,830,1,89.98008728027344
sparse0.5,830,1,89.75222778320312
uniform,830,2,89.79379272460938
gaussian,830,2,89.86740112304688
dirac,830,2,89.89157104492188
orthogonal,830,2,89.85279846191406
sparse0.5,830,2,89.99903106689453
uniform,830,3,89.8748779296875
gaussian,830,3,89.8428726196289
dirac,830,3,89.89157104492188
orthogonal,830,3,89.89176177978516
sparse0.5,830,3,89.88336181640625
uniform,830,4,89.84791564941406
gaussian,830,4,89.9029541015625
dirac,830,4,89.89157104492188
orthogonal,830,4,89.91645812988281
sparse0.5,830,4,89.87648010253906
uniform,830,5,89.89332580566406
gaussian,830,5,89.92044067382812
dirac,830,5,89.89157104492188
orthogonal,830,5,89.91358947753906
sparse0.5,830,5,89.9124984741211
uniform,830,6,89.83995819091797
gaussian,830,6,89.92630767822266
dirac,830,6,89.89157104492188
orthogonal,830,6,89.90689849853516
sparse0.5,830,6,89.8986587524414
uniform,840,1,89.73662567138672
gaussian,840,1,89.93685150146484
dirac,840,1,89.89286041259766
orthogonal,840,1,89.845947265625
sparse0.5,840,1,89.8591537475586
uniform,840,2,89.78326416015625
gaussian,840,2,89.8513412475586
dirac,840,2,89.89286041259766
orthogonal,840,2,89.88584899902344
sparse0.5,840,2,90.0033950805664
uniform,840,3,89.8222885131836
gaussian,840,3,89.89984130859375
dirac,840,3,89.89286041259766
orthogonal,840,3,89.94493865966797
sparse0.5,840,3,89.96439361572266
uniform,840,4,89.84024810791016
gaussian,840,4,89.9903564453125
dirac,840,4,89.89286041259766
orthogonal,840,4,89.92498016357422
sparse0.5,840,4,89.81562805175781
uniform,840,5,89.8121109008789
gaussian,840,5,89.88056945800781
dirac,840,5,89.89286041259766
orthogonal,840,5,89.8793716430664
sparse0.5,840,5,89.87836456298828
uniform,840,6,89.75786590576172
gaussian,840,6,89.86820220947266
dirac,840,6,89.89286041259766
orthogonal,840,6,89.91168212890625
sparse0.5,840,6,89.90355682373047
uniform,850,1,89.71923828125
gaussian,850,1,89.93993377685547
dirac,850,1,89.89411926269531
orthogonal,850,1,89.94966125488281
sparse0.5,850,1,89.93780517578125
uniform,850,2,89.76164245605469
gaussian,850,2,89.84788513183594
dirac,850,2,89.89411926269531
orthogonal,850,2,89.91234588623047
sparse0.5,850,2,89.92296600341797
uniform,850,3,89.8647689819336
gaussian,850,3,89.86721801757812
dirac,850,3,89.89412689208984
orthogonal,850,3,89.9199447631836
sparse0.5,850,3,89.856201171875
uniform,850,4,89.79875946044922
gaussian,850,4,89.90214538574219
dirac,850,4,89.89411926269531
orthogonal,850,4,89.93697357177734
sparse0.5,850,4,89.89229583740234
uniform,850,5,89.82164001464844
gaussian,850,5,89.85148620605469
dirac,850,5,89.89411926269531
orthogonal,850,5,89.90962219238281
sparse0.5,850,5,89.93547058105469
uniform,850,6,89.84207916259766
gaussian,850,6,89.88886260986328
dirac,850,6,89.89411163330078
orthogonal,850,6,89.9365005493164
sparse0.5,850,6,89.8817138671875
uniform,860,1,89.90055847167969
gaussian,860,1,89.84915924072266
dirac,860,1,89.89534759521484
orthogonal,860,1,89.95931243896484
sparse0.5,860,1,89.9488754272461
uniform,860,2,89.83909606933594
gaussian,860,2,89.89920043945312
dirac,860,2,89.89534759521484
orthogonal,860,2,89.9287109375
sparse0.5,860,2,89.90362548828125
uniform,860,3,89.83428192138672
gaussian,860,3,89.8764419555664
dirac,860,3,89.89534759521484
orthogonal,860,3,89.93173217773438
sparse0.5,860,3,90.00867462158203
uniform,860,4,89.78033447265625
gaussian,860,4,89.93482208251953
dirac,860,4,89.89534759521484
orthogonal,860,4,89.90023803710938
sparse0.5,860,4,89.90928649902344
uniform,860,5,89.864501953125
gaussian,860,5,89.92472076416016
dirac,860,5,89.89534759521484
orthogonal,860,5,89.82933044433594
sparse0.5,860,5,89.93280792236328
uniform,860,6,89.8304443359375
gaussian,860,6,89.96673583984375
dirac,860,6,89.89534759521484
orthogonal,860,6,89.8584213256836
sparse0.5,860,6,89.94259643554688
uniform,870,1,89.96649169921875
gaussian,870,1,89.85120391845703
dirac,870,1,89.89655303955078
orthogonal,870,1,89.97697448730469
sparse0.5,870,1,89.9468002319336
uniform,870,2,89.79060363769531
gaussian,870,2,89.94087982177734
dirac,870,2,89.89655303955078
orthogonal,870,2,89.83778381347656
sparse0.5,870,2,89.9671401977539
uniform,870,3,89.91387939453125
gaussian,870,3,89.8772201538086
dirac,870,3,89.89655303955078
orthogonal,870,3,89.9229965209961
sparse0.5,870,3,89.95030975341797
uniform,870,4,89.82743072509766
gaussian,870,4,89.92304992675781
dirac,870,4,89.89655303955078
orthogonal,870,4,89.84248352050781
sparse0.5,870,4,89.88190460205078
uniform,870,5,89.78587341308594
gaussian,870,5,89.88581848144531
dirac,870,5,89.89655303955078
orthogonal,870,5,89.8973388671875
sparse0.5,870,5,89.85753631591797
uniform,870,6,89.79915618896484
gaussian,870,6,89.92928314208984
dirac,870,6,89.89655303955078
orthogonal,870,6,89.8503189086914
sparse0.5,870,6,89.88208770751953
uniform,880,1,89.8941879272461
gaussian,880,1,89.8089599609375
dirac,880,1,89.8977279663086
orthogonal,880,1,89.92768096923828
sparse0.5,880,1,89.9334487915039
uniform,880,2,89.82620239257812
gaussian,880,2,89.93313598632812
dirac,880,2,89.8977279663086
orthogonal,880,2,89.93580627441406
sparse0.5,880,2,89.9539566040039
uniform,880,3,89.87139892578125
gaussian,880,3,89.91390228271484
dirac,880,3,89.8977279663086
orthogonal,880,3,89.93640899658203
sparse0.5,880,3,89.8830337524414
uniform,880,4,89.8388671875
gaussian,880,4,89.92213439941406
dirac,880,4,89.8977279663086
orthogonal,880,4,89.90699768066406
sparse0.5,880,4,89.916015625
uniform,880,5,89.87541198730469
gaussian,880,5,89.91866302490234
dirac,880,5,89.8977279663086
orthogonal,880,5,89.88573455810547
sparse0.5,880,5,89.90653228759766
uniform,880,6,89.8796615600586
gaussian,880,6,89.8739242553711
dirac,880,6,89.8977279663086
orthogonal,880,6,89.88116455078125
sparse0.5,880,6,89.936767578125
uniform,890,1,89.8946304321289
gaussian,890,1,89.9397964477539
dirac,890,1,89.89888000488281
orthogonal,890,1,89.8332748413086
sparse0.5,890,1,90.0065689086914
uniform,890,2,89.77084350585938
gaussian,890,2,89.86174774169922
dirac,890,2,89.89888000488281
orthogonal,890,2,89.9886474609375
sparse0.5,890,2,89.86190795898438
uniform,890,3,89.89810180664062
gaussian,890,3,89.9046630859375
dirac,890,3,89.89888763427734
orthogonal,890,3,89.85160064697266
sparse0.5,890,3,89.93533325195312
uniform,890,4,89.84806823730469
gaussian,890,4,89.935791015625
dirac,890,4,89.89888000488281
orthogonal,890,4,89.88642120361328
sparse0.5,890,4,89.89695739746094
uniform,890,5,89.76676940917969
gaussian,890,5,89.92174530029297
dirac,890,5,89.89888000488281
orthogonal,890,5,89.91143035888672
sparse0.5,890,5,89.85940551757812
uniform,890,6,89.86428833007812
gaussian,890,6,89.93484497070312
dirac,890,6,89.89887237548828
orthogonal,890,6,89.8968276977539
sparse0.5,890,6,89.90877532958984
uniform,900,1,89.75859069824219
gaussian,900,1,89.7839126586914
dirac,900,1,89.9000015258789
orthogonal,900,1,89.86469268798828
sparse0.5,900,1,90.02503967285156
uniform,900,2,89.8443603515625
gaussian,900,2,89.76773071289062
dirac,900,2,89.9000015258789
orthogonal,900,2,89.86936950683594
sparse0.5,900,2,89.90597534179688
uniform,900,3,89.8985595703125
gaussian,900,3,89.82311248779297
dirac,900,3,89.9000015258789
orthogonal,900,3,89.90524291992188
sparse0.5,900,3,89.87777709960938
uniform,900,4,89.83650207519531
gaussian,900,4,89.8892593383789
dirac,900,4,89.9000015258789
orthogonal,900,4,89.86429595947266
sparse0.5,900,4,89.93072509765625
uniform,900,5,89.83758544921875
gaussian,900,5,89.90796661376953
dirac,900,5,89.9000015258789
orthogonal,900,5,89.91172790527344
sparse0.5,900,5,89.94258880615234
uniform,900,6,89.86431121826172
gaussian,900,6,89.92449188232422
dirac,900,6,89.9000015258789
orthogonal,900,6,89.91199493408203
sparse0.5,900,6,89.90604400634766
uniform,910,1,89.8613052368164
gaussian,910,1,89.82720947265625
dirac,910,1,89.9011001586914
orthogonal,910,1,89.91659545898438
sparse0.5,910,1,90.0193099975586
uniform,910,2,89.93753051757812
gaussian,910,2,89.89881896972656
dirac,910,2,89.9011001586914
orthogonal,910,2,89.94937133789062
sparse0.5,910,2,89.9471664428711
uniform,910,3,89.8868179321289
gaussian,910,3,89.94066619873047
dirac,910,3,89.9011001586914
orthogonal,910,3,89.89127349853516
sparse0.5,910,3,89.8906478881836
uniform,910,4,89.87622833251953
gaussian,910,4,89.85098266601562
dirac,910,4,89.9011001586914
orthogonal,910,4,89.90940856933594
sparse0.5,910,4,89.8612060546875
uniform,910,5,89.84590911865234
gaussian,910,5,89.86015319824219
dirac,910,5,89.9011001586914
orthogonal,910,5,89.92771911621094
sparse0.5,910,5,89.91287994384766
uniform,910,6,89.78406524658203
gaussian,910,6,89.93309783935547
dirac,910,6,89.9011001586914
orthogonal,910,6,89.89916229248047
sparse0.5,910,6,89.92708587646484
uniform,920,1,89.84259033203125
gaussian,920,1,89.79119110107422
dirac,920,1,89.90217590332031
orthogonal,920,1,89.86309814453125
sparse0.5,920,1,89.8513412475586
uniform,920,2,89.73999786376953
gaussian,920,2,89.96104431152344
dirac,920,2,89.90217590332031
orthogonal,920,2,89.94734191894531
sparse0.5,920,2,89.82160949707031
uniform,920,3,89.8558578491211
gaussian,920,3,89.93892669677734
dirac,920,3,89.90218353271484
orthogonal,920,3,89.88704681396484
sparse0.5,920,3,89.92229461669922
uniform,920,4,89.79773712158203
gaussian,920,4,89.82853698730469
dirac,920,4,89.90217590332031
orthogonal,920,4,89.984130859375
sparse0.5,920,4,89.88455200195312
uniform,920,5,89.84896087646484
gaussian,920,5,89.91972351074219
dirac,920,5,89.90217590332031
orthogonal,920,5,89.93058776855469
sparse0.5,920,5,89.94850158691406
uniform,920,6,89.86297607421875
gaussian,920,6,89.9050521850586
dirac,920,6,89.90216827392578
orthogonal,920,6,89.8587417602539
sparse0.5,920,6,89.87457275390625
uniform,930,1,89.90113830566406
gaussian,930,1,89.85974884033203
dirac,930,1,89.90322875976562
orthogonal,930,1,89.87238311767578
sparse0.5,930,1,89.89264678955078
uniform,930,2,89.75239562988281
gaussian,930,2,89.94462585449219
dirac,930,2,89.90322875976562
orthogonal,930,2,89.90391540527344
sparse0.5,930,2,89.96266174316406
uniform,930,3,89.82352447509766
gaussian,930,3,89.84564208984375
dirac,930,3,89.90322875976562
orthogonal,930,3,89.93180084228516
sparse0.5,930,3,89.9183349609375
uniform,930,4,89.90958404541016
gaussian,930,4,89.8598403930664
dirac,930,4,89.90322875976562
orthogonal,930,4,89.89649200439453
sparse0.5,930,4,89.9459457397461
uniform,930,5,89.82319641113281
gaussian,930,5,89.89857482910156
dirac,930,5,89.90322875976562
orthogonal,930,5,89.89102935791016
sparse0.5,930,5,89.89642333984375
uniform,930,6,89.83318328857422
gaussian,930,6,89.8829345703125
dirac,930,6,89.90322875976562
orthogonal,930,6,89.9637222290039
sparse0.5,930,6,89.9082260131836
uniform,940,1,89.84091186523438
gaussian,940,1,89.90520477294922
dirac,940,1,89.90425872802734
orthogonal,940,1,89.86408233642578
sparse0.5,940,1,89.9041748046875
uniform,940,2,89.86703491210938
gaussian,940,2,89.98719787597656
dirac,940,2,89.90425872802734
orthogonal,940,2,89.9514389038086
sparse0.5,940,2,89.94551086425781
uniform,940,3,89.95291137695312
gaussian,940,3,89.91890716552734
dirac,940,3,89.90425872802734
orthogonal,940,3,89.9481430053711
sparse0.5,940,3,89.88971710205078
uniform,940,4,89.81603240966797
gaussian,940,4,89.90917205810547
dirac,940,4,89.90425872802734
orthogonal,940,4,89.91260528564453
sparse0.5,940,4,89.87628173828125
uniform,940,5,89.8837661743164
gaussian,940,5,89.91028594970703
dirac,940,5,89.90425872802734
orthogonal,940,5,89.87623596191406
sparse0.5,940,5,89.88419342041016
uniform,940,6,89.83228302001953
gaussian,940,6,89.90764617919922
dirac,940,6,89.90425872802734
orthogonal,940,6,89.87808990478516
sparse0.5,940,6,89.91512298583984
uniform,950,1,90.01325988769531
gaussian,950,1,89.90882873535156
dirac,950,1,89.90526580810547
orthogonal,950,1,89.83991241455078
sparse0.5,950,1,89.84439849853516
uniform,950,2,89.81504821777344
gaussian,950,2,89.89456176757812
dirac,950,2,89.90526580810547
orthogonal,950,2,90.03115844726562
sparse0.5,950,2,89.92868041992188
uniform,950,3,89.82698822021484
gaussian,950,3,89.9237060546875
dirac,950,3,89.90526580810547
orthogonal,950,3,89.88836669921875
sparse0.5,950,3,89.93656158447266
uniform,950,4,89.85746765136719
gaussian,950,4,89.92587280273438
dirac,950,4,89.90526580810547
orthogonal,950,4,89.87291717529297
sparse0.5,950,4,89.8873291015625
uniform,950,5,89.84342956542969
gaussian,950,5,89.92890930175781
dirac,950,5,89.90526580810547
orthogonal,950,5,89.91023254394531
sparse0.5,950,5,89.93180847167969
uniform,950,6,89.82146453857422
gaussian,950,6,89.8716049194336
dirac,950,6,89.90526580810547
orthogonal,950,6,89.9207992553711
sparse0.5,950,6,89.89363861083984
uniform,960,1,89.77869415283203
gaussian,960,1,89.93183898925781
dirac,960,1,89.90625
orthogonal,960,1,89.87236785888672
sparse0.5,960,1,89.8065414428711
uniform,960,2,89.86421966552734
gaussian,960,2,89.94558715820312
dirac,960,2,89.90625
orthogonal,960,2,89.91188049316406
sparse0.5,960,2,89.97555541992188
uniform,960,3,89.85445404052734
gaussian,960,3,89.84576416015625
dirac,960,3,89.90625
orthogonal,960,3,89.86835479736328
sparse0.5,960,3,89.9476089477539
uniform,960,4,89.84686279296875
gaussian,960,4,89.90669250488281
dirac,960,4,89.90625
orthogonal,960,4,89.8958740234375
sparse0.5,960,4,89.88050079345703
uniform,960,5,89.8582992553711
gaussian,960,5,89.8884506225586
dirac,960,5,89.90625
orthogonal,960,5,89.88912963867188
sparse0.5,960,5,89.8968734741211
uniform,960,6,89.85541534423828
gaussian,960,6,89.89682006835938
dirac,960,6,89.90625
orthogonal,960,6,89.91757202148438
sparse0.5,960,6,89.94216918945312
uniform,970,1,89.81378173828125
gaussian,970,1,89.96851348876953
dirac,970,1,89.90721893310547
orthogonal,970,1,89.8897705078125
sparse0.5,970,1,89.80200958251953
uniform,970,2,89.88981628417969
gaussian,970,2,89.8944091796875
dirac,970,2,89.90721893310547
orthogonal,970,2,89.93748474121094
sparse0.5,970,2,90.017333984375
uniform,970,3,89.83563232421875
gaussian,970,3,89.90140533447266
dirac,970,3,89.90721893310547
orthogonal,970,3,89.88955688476562
sparse0.5,970,3,89.90535736083984
uniform,970,4,89.81334686279297
gaussian,970,4,89.98779296875
dirac,970,4,89.90721893310547
orthogonal,970,4,89.91506958007812
sparse0.5,970,4,89.90020751953125
uniform,970,5,89.8040542602539
gaussian,970,5,89.89517974853516
dirac,970,5,89.90721893310547
orthogonal,970,5,89.94402313232422
sparse0.5,970,5,89.9240951538086
uniform,970,6,89.85260772705078
gaussian,970,6,89.9390869140625
dirac,970,6,89.90721893310547
orthogonal,970,6,89.90474700927734
sparse0.5,970,6,89.89020538330078
uniform,980,1,89.9111099243164
gaussian,980,1,89.88799285888672
dirac,980,1,89.90816497802734
orthogonal,980,1,89.8846435546875
sparse0.5,980,1,90.01371765136719
uniform,980,2,89.84363555908203
gaussian,980,2,89.94387817382812
dirac,980,2,89.90816497802734
orthogonal,980,2,89.86358642578125
sparse0.5,980,2,89.94003295898438
uniform,980,3,89.85851287841797
gaussian,980,3,89.9344482421875
dirac,980,3,89.90816497802734
orthogonal,980,3,89.88777923583984
sparse0.5,980,3,89.8892822265625
uniform,980,4,89.90695190429688
gaussian,980,4,89.89459991455078
dirac,980,4,89.90816497802734
orthogonal,980,4,89.97257995605469
sparse0.5,980,4,89.92140197753906
uniform,980,5,89.87052154541016
gaussian,980,5,89.89128875732422
dirac,980,5,89.90816497802734
orthogonal,980,5,89.92462158203125
sparse0.5,980,5,89.88355255126953
uniform,980,6,89.8572769165039
gaussian,980,6,89.91608428955078
dirac,980,6,89.90816497802734
orthogonal,980,6,89.9098129272461
sparse0.5,980,6,89.93646240234375
uniform,990,1,89.89019775390625
gaussian,990,1,89.93579864501953
dirac,990,1,89.90909576416016
orthogonal,990,1,89.91371154785156
sparse0.5,990,1,89.9383316040039
uniform,990,2,89.85124969482422
gaussian,990,2,89.87263488769531
dirac,990,2,89.90909576416016
orthogonal,990,2,89.88954162597656
sparse0.5,990,2,89.89764404296875
uniform,990,3,89.81444549560547
gaussian,990,3,89.9107437133789
dirac,990,3,89.90909576416016
orthogonal,990,3,89.89813232421875
sparse0.5,990,3,89.95211029052734
uniform,990,4,89.86271667480469
gaussian,990,4,89.86085510253906
dirac,990,4,89.90909576416016
orthogonal,990,4,89.92596435546875
sparse0.5,990,4,89.88298034667969
uniform,990,5,89.84765625
gaussian,990,5,89.89812469482422
dirac,990,5,89.90909576416016
orthogonal,990,5,89.91825103759766
sparse0.5,990,5,89.8766098022461
uniform,990,6,89.84342193603516
gaussian,990,6,89.87145233154297
dirac,990,6,89.90909576416016
orthogonal,990,6,89.88008880615234
sparse0.5,990,6,89.9198989868164
uniform,1000,1,89.77851104736328
gaussian,1000,1,89.92076110839844
dirac,1000,1,89.91000366210938
orthogonal,1000,1,89.82991790771484
sparse0.5,1000,1,89.9613265991211
uniform,1000,2,89.91736602783203
gaussian,1000,2,89.9732666015625
dirac,1000,2,89.91000366210938
orthogonal,1000,2,89.91471862792969
sparse0.5,1000,2,90.00769805908203
uniform,1000,3,89.83197021484375
gaussian,1000,3,89.8360595703125
dirac,1000,3,89.91000366210938
orthogonal,1000,3,89.93425750732422
sparse0.5,1000,3,89.90628814697266
uniform,1000,4,89.79533386230469
gaussian,1000,4,89.92399597167969
dirac,1000,4,89.91000366210938
orthogonal,1000,4,89.89529418945312
sparse0.5,1000,4,89.84275817871094
uniform,1000,5,89.89573669433594
gaussian,1000,5,89.90731048583984
dirac,1000,5,89.91000366210938
orthogonal,1000,5,89.91511535644531
sparse0.5,1000,5,89.87599182128906
uniform,1000,6,89.88430786132812
gaussian,1000,6,89.93241119384766
dirac,1000,6,89.91000366210938
orthogonal,1000,6,89.87579345703125
sparse0.5,1000,6,89.90585327148438
